bf_id,full_date,month,latitude,longitude,season,temperature_f,dew_point,cloud_cover,moon_phase
15102,2006-07-06,7,31.00002,-86.99782,summer,77.8,71.2,0.57,0.35
15107,2003-10-23,10,37.00085,-80.8797,fall,41.0,31.2,0.6,0.93
15150,2006-07-09,7,44.53665,-84.16389,summer,69.1,60.6,0.5,0.44
15170,2006-03-01,3,25.141,-80.926,spring,72.5,61.1,0.01,0.06
15206,2005-10-06,10,47.85001,-116.6079,fall,45.8,40.2,0.24,0.11
15334,2006-07-19,7,30.566,-100.545,summer,84.6,57.8,0.08,0.82
15361,2006-07-27,7,28.252,-82.44749,summer,82.0,73.2,0.35,0.08
15398,1999-11-01,11,43.56211,-73.45947,fall,50.6,39.5,0.01,0.79
15457,2006-08-29,8,33.48295,-84.7681,summer,81.3,72.8,0.23,0.18
15473,2007-08-26,8,31.85,-85.925,summer,82.0,70.2,0.09,0.44
15475,2003-05-10,5,39.6716,-79.9442,spring,67.5,63.8,0.85,0.3
15514,1984-10-01,10,44.5976,-86.09081,fall,49.3,35.0,0.16,0.24
15565,2002-05-11,5,43.6678,-73.51238,spring,54.1,29.1,0.04,0.97
15597,2006-09-22,9,34.73139,-86.97057,fall,78.1,64.7,0.74,0.01
15610,1960-08-15,8,36.00565,-89.67815,summer,80.9,69.2,0.11,0.79
15694,2006-09-02,9,28.5465,-81.5545,fall,82.7,72.9,0.35,0.31
15885,1995-01-04,1,41.29621,-81.5745,winter,9.4,6.3,0.82,0.12
15969,2007-01-10,1,40.725,-80.616,winter,24.1,16.8,0.66,0.73
16053,2006-11-19,11,47.3978,-123.2008,fall,44.9,43.1,0.83,0.96
16248,2007-01-15,1,41.1445,-74.29085,winter,39.3,38.3,0.98,0.88
16294,1999-04-15,4,38.22635,-90.39488,spring,46.1,45.5,1.0,0.98
16295,2008-01-28,1,47.45411,-122.3219,winter,35.8,31.2,0.96,0.71
16364,2001-05-01,5,47.01562,-122.0282,spring,43.0,39.6,0.72,0.29
16416,2006-11-03,11,47.396,-123.1976,fall,54.4,51.6,1.0,0.44
16470,1977-10-19,10,41.43135,-111.4988,fall,47.8,24.4,0.32,0.25
16527,2006-11-04,11,43.41005,-111.7899,fall,38.2,37.1,0.82,0.47
16550,1986-08-01,8,39.41546,-120.4187,summer,65.5,42.2,0.08,0.87
16624,2006-11-13,11,45.11259,-122.7875,fall,44.9,43.7,0.82,0.78
16691,1958-04-15,4,37.055,-121.845,spring,61.1,50.0,0.0,0.9
16734,2004-10-20,10,33.132,-79.884,fall,71.4,66.5,0.46,0.24
16890,2006-07-15,7,37.32091,-81.1271,summer,73.2,66.8,0.47,0.67
16995,2006-07-22,7,35.40472,-84.05056,summer,69.4,66.9,0.56,0.92
17175,1995-11-15,11,44.4887,-85.93575,fall,30.4,17.7,0.74,0.76
17220,2000-09-01,9,48.1864,-122.2612,fall,57.0,46.4,0.73,0.12
17249,2006-12-31,12,34.37537,-83.77232,winter,55.6,53.4,1.0,0.4
17265,2003-03-15,3,40.26705,-111.5986,spring,38.4,29.6,0.41,0.4
17326,1995-11-18,11,38.54602,-79.16096,fall,37.8,32.4,0.72,0.86
17448,2007-01-22,1,32.815,-109.675,winter,35.9,30.1,0.99,0.13
17449,2007-01-09,1,39.9433,-79.665,winter,29.3,24.2,0.96,0.7
17477,2003-08-12,8,31.2137,-82.77173,summer,78.9,72.7,0.27,0.52
17644,2005-09-01,9,29.1039,-82.3722,fall,80.4,76.0,0.16,0.93
17767,1986-07-17,7,38.716,-104.875,summer,65.5,46.0,0.7,0.36
17804,2007-02-01,2,34.6,-109.44,winter,23.5,25.1,0.93,0.49
17847,2005-10-12,10,47.6597,-122.105,fall,54.7,47.5,0.74,0.33
17903,2007-10-20,10,48.39936,-122.645,fall,49.8,43.2,0.98,0.3
18001,1999-08-13,8,34.4447,-83.59509,summer,84.0,71.6,0.02,0.08
18033,2002-05-30,5,32.6825,-85.2222,spring,72.5,64.2,0.32,0.65
18043,1992-08-15,8,34.27607,-86.17524,summer,65.9,61.1,0.04,0.57
18278,1994-11-11,11,37.286,-89.6075,fall,48.1,38.4,0.6,0.3
18439,1987-09-19,9,31.55762,-81.47213,fall,82.0,73.2,0.57,0.89
18584,2007-10-15,10,38.0985,-89.4205,fall,66.9,54.4,0.33,0.14
18680,1989-08-09,8,35.1312,-79.11128,summer,67.9,59.2,0.94,0.25
18707,1992-07-11,7,31.43265,-84.1293,summer,87.0,72.2,0.37,0.4
18793,2007-05-20,5,38.8762,-79.95695,spring,58.8,45.2,0.71,0.14
18943,2007-05-03,5,35.95815,-80.2084,spring,60.4,56.2,0.69,0.54
19073,2004-10-20,10,33.36867,-95.23958,fall,79.5,62.4,0.18,0.24
19223,2006-11-20,11,44.091,-86.42896,fall,34.6,26.0,0.34,0.98
19339,2006-10-15,10,33.99989,-110.4298,fall,46.5,39.3,0.8,0.8
19354,1993-07-01,7,28.99487,-81.78879,summer,79.4,69.5,0.15,0.42
19588,1997-10-01,10,39.8679,-87.23335,fall,52.6,46.5,0.3,0.01
19836,2003-11-09,11,42.54346,-77.36516,fall,24.4,17.2,0.0,0.52
19841,2007-01-13,1,38.835,-79.3762,winter,56.8,47.3,0.79,0.82
19906,2003-04-19,4,36.589,-79.1345,spring,51.8,45.4,1.0,0.61
19910,1994-10-22,10,42.1846,-89.022,fall,55.7,46.4,0.34,0.6
19936,2004-01-22,1,46.52545,-87.5034,winter,-2.4,-10.1,0.87,0.04
19958,2007-07-12,7,28.78028,-81.90477,summer,83.2,74.6,0.07,0.94
20028,1987-10-15,10,38.9969,-108.1098,fall,38.6,38.9,0.66,0.78
20100,1990-10-01,10,46.09045,-87.48289,fall,43.8,40.2,0.72,0.4
20173,1979-06-01,6,45.91515,-84.87524,summer,56.0,47.9,0.79,0.21
20202,1982-10-01,10,45.9642,-87.3289,fall,50.0,42.3,0.77,0.45
20231,2004-03-01,3,35.5467,-85.02585,spring,60.0,45.0,0.73,0.33
20235,2006-08-15,8,35.3,-111.675,summer,57.1,54.0,0.58,0.74
20363,2001-08-15,8,43.7268,-73.52,summer,64.9,53.1,0.09,0.87
20423,1979-10-18,10,42.3125,-84.7378,fall,58.1,52.7,0.99,0.92
20562,1977-12-15,12,41.73125,-70.48792,winter,40.9,40.6,0.57,0.18
20685,2007-12-20,12,31.1683,-95.59745,winter,56.5,51.0,0.38,0.38
20833,2007-06-11,6,34.27139,-110.0632,summer,55.3,38.9,0.61,0.88
20940,2000-08-01,8,30.23693,-81.54172,summer,81.1,74.1,0.18,0.06
21254,1995-12-15,12,30.08341,-85.11039,winter,66.4,60.8,0.76,0.77
21488,2007-08-18,8,43.64706,-75.57448,summer,52.4,45.6,0.37,0.18
21658,2007-08-11,8,30.10386,-81.89565,summer,84.8,75.1,0.4,0.96
21714,2007-09-12,9,33.1,-86.86,fall,76.3,69.9,0.62,0.04
21894,2003-11-27,11,39.335,-78.94501,fall,52.6,42.3,0.45,0.14
21962,2007-10-24,10,40.37726,-75.37814,fall,56.8,59.1,0.99,0.44
21977,2007-11-09,11,40.9427,-74.46155,fall,37.9,31.2,0.74,0.98
22074,2005-09-01,9,28.54028,-82.11083,fall,81.5,76.8,0.2,0.93
22358,2007-03-15,3,28.80455,-81.45354,spring,75.4,60.8,0.44,0.87
22475,2003-08-15,8,46.52352,-122.3045,summer,60.7,51.4,1.0,0.62
22598,2008-01-07,1,35.7,-117.9667,winter,32.4,28.8,0.38,0.97
22742,2008-05-23,5,45.38736,-121.5134,spring,39.8,37.8,0.95,0.61
22802,2008-10-06,10,43.21,-85.41,fall,49.7,45.2,0.96,0.23
22816,2008-01-28,1,47.74225,-122.5377,winter,36.9,31.3,0.98,0.71
22899,2008-01-19,1,31.35,-85.7075,winter,34.4,37.7,0.89,0.4
22941,2002-04-15,4,36.772,-86.1425,spring,73.1,61.6,0.12,0.09
22969,2008-01-19,1,33.46345,-85.87055,winter,25.3,26.2,0.83,0.4
22981,2006-07-12,7,37.6095,-87.344,summer,78.0,73.3,0.6,0.56
22996,2002-08-20,8,43.2073,-123.5585,summer,59.8,48.5,0.6,0.43
23017,2008-02-01,2,48.105,-121.905,winter,36.1,34.9,0.98,0.83
23062,2005-07-16,7,47.55477,-121.5354,summer,58.8,52.8,0.8,0.33
23065,2001-09-15,9,37.2362,-106.541,fall,51.4,35.0,0.22,0.94
23076,2004-06-15,6,29.43465,-81.80878,summer,80.5,73.1,0.3,0.93
23160,2007-11-16,11,47.49865,-123.2182,fall,44.5,44.3,0.93,0.22
23170,2005-03-01,3,48.11509,-121.9677,spring,51.9,41.9,0.5,0.68
23291,1998-01-31,1,40.34937,-111.6956,winter,30.2,28.3,0.54,0.13
23300,1992-12-26,12,46.35099,-123.6886,winter,40.7,40.4,0.83,0.09
23314,1998-09-01,9,34.08725,-79.1246,fall,81.0,71.9,0.28,0.33
23315,2006-04-16,4,45.99935,-121.4821,spring,40.4,31.0,0.14,0.6
23395,2006-10-16,10,38.946,-89.582,fall,53.9,45.9,0.99,0.83
23437,2004-11-25,11,39.26188,-79.01405,fall,39.5,38.8,0.76,0.47
23481,1978-07-01,7,42.68505,-84.04025,summer,61.2,54.6,0.98,0.88
23489,2007-11-22,11,41.461,-94.045,fall,21.9,21.6,1.0,0.43
23496,2003-04-15,4,44.69867,-87.49564,spring,52.1,41.7,0.13,0.46
23498,1986-11-15,11,30.07067,-82.38086,fall,58.2,49.6,0.84,0.48
23530,1973-05-01,5,44.7,-84.71,spring,55.8,48.4,0.95,0.95
23558,2008-04-05,4,46.98278,-123.1742,spring,39.8,35.2,0.8,0.98
23578,2008-04-08,4,33.27303,-97.03784,spring,65.2,59.2,0.68,0.1
23628,2008-04-18,4,35.56637,-94.98001,spring,49.6,42.3,0.71,0.45
23645,1970-04-01,4,35.68449,-83.53575,spring,57.8,37.7,0.95,0.84
23701,2005-07-03,7,34.6527,-84.0354,summer,69.7,68.0,0.49,0.91
23730,1978-11-15,11,37.7755,-85.67188,fall,46.6,40.9,1.0,0.53
23762,2007-07-27,7,37.9937,-80.3616,summer,73.1,62.9,0.67,0.42
23822,1999-09-20,9,41.5343,-111.5281,fall,47.5,42.2,0.17,0.34
23836,1976-10-20,10,38.73802,-90.53249,fall,39.6,36.2,0.68,0.9
23856,2007-07-15,7,41.59773,-73.64642,summer,72.6,64.6,0.3,0.04
23908,2006-09-07,9,41.49955,-111.6348,fall,59.4,44.6,0.2,0.5
23916,2008-05-31,5,35.0228,-87.2352,spring,78.3,68.8,0.22,0.88
23949,2008-05-03,5,40.9452,-90.9009,spring,49.4,38.0,0.61,0.93
24024,2004-06-12,6,46.63153,-123.2349,summer,57.3,44.8,0.47,0.84
24033,2008-06-15,6,45.33075,-85.23538,summer,62.8,53.3,0.19,0.41
24056,2008-05-28,5,40.8348,-93.85965,spring,60.4,46.5,0.97,0.77
24061,1979-08-10,8,37.445,-80.17,summer,75.3,68.2,0.23,0.59
24089,2008-06-21,6,47.1589,-94.83755,summer,63.8,47.9,0.21,0.59
24127,2002-09-15,9,46.18968,-85.97613,fall,55.1,48.0,0.17,0.31
24131,2006-12-22,12,37.49582,-83.89224,winter,48.3,51.9,0.93,0.07
24134,2008-06-30,6,28.63434,-81.14076,summer,81.7,71.2,0.43,0.91
24194,2001-09-04,9,39.15735,-106.4213,fall,51.8,34.4,0.34,0.56
24216,2008-07-05,7,47.2331,-123.9878,summer,57.8,56.7,1.0,0.1
24254,1992-06-14,6,34.44652,-93.07654,summer,78.9,67.7,0.67,0.49
24265,2008-07-12,7,45.73271,-90.42001,summer,65.4,52.8,0.39,0.33
24276,2008-07-26,7,35.15193,-93.42848,summer,85.9,72.9,0.08,0.79
24328,2008-08-01,8,46.03193,-123.4573,summer,57.2,53.0,0.91,0.02
24334,2005-02-10,2,34.40434,-77.23759,winter,44.4,38.2,0.57,0.07
24354,2007-11-16,11,39.607,-90.64,fall,45.1,24.3,0.0,0.21
24371,2009-02-11,2,45.91665,-117.925,winter,21.2,21.2,1.0,0.58
24393,1977-07-30,7,31.30062,-84.02254,summer,77.6,72.8,0.72,0.52
24426,2008-08-11,8,46.67197,-94.80162,summer,66.2,56.7,0.4,0.34
24441,1993-10-15,10,30.90529,-86.68372,fall,73.7,65.6,0.86,0.01
24442,2008-08-15,8,41.115,-75.205,summer,65.2,60.6,0.62,0.46
24451,2008-08-31,8,31.20325,-87.5047,summer,79.6,72.7,0.32,0.03
24508,2008-08-18,8,46.25961,-91.10812,summer,64.5,59.9,0.3,0.56
24547,1955-01-01,1,35.3218,-87.2932,winter,46.5,47.9,0.84,0.25
24612,2008-08-24,8,47.00008,-121.9563,summer,59.1,56.8,0.69,0.78
24731,2008-09-13,9,41.12782,-78.5826,fall,70.3,66.2,0.91,0.44
24755,1990-12-03,12,47.48176,-121.6548,winter,44.1,41.3,0.97,0.56
24767,1991-11-15,11,37.19201,-93.73122,fall,58.8,56.5,1.0,0.29
24776,1985-05-15,5,44.62845,-85.86292,spring,59.6,51.1,0.78,0.87
24794,1989-04-22,4,45.95602,-94.87069,spring,54.3,46.9,1.0,0.55
24800,1994-07-15,7,38.90649,-84.67017,summer,71.7,71.1,0.74,0.24
24815,1988-11-30,11,39.32117,-86.46065,fall,30.0,29.6,0.86,0.73
24892,2009-03-02,3,42.125,-123.2916,spring,33.6,35.0,0.76,0.2
24929,2009-01-28,1,41.84998,-124.1417,winter,48.0,40.6,0.53,0.08
24952,2008-05-01,5,39.11378,-76.811,spring,59.6,45.0,0.38,0.86
24967,2007-01-17,1,34.74338,-94.7297,winter,29.6,21.9,0.34,0.95
24970,1979-08-15,8,31.2371,-94.45095,summer,82.1,72.7,0.36,0.78
24997,2007-10-27,10,38.567,-89.341,fall,50.4,46.0,0.6,0.56
25009,1962-08-14,8,37.475,-121.07,summer,78.5,42.9,0.0,0.46
25031,2008-11-18,11,44.565,-83.845,fall,21.7,12.9,0.59,0.7
25043,2001-10-15,10,34.8155,-84.58501,fall,55.7,44.3,0.0,0.96
25085,2008-12-19,12,41.79985,-75.9799,winter,21.3,22.0,0.84,0.76
25111,2008-11-28,11,34.55946,-86.59747,fall,54.3,44.0,0.59,0.03
25137,1999-04-15,4,38.63295,-75.80465,spring,54.6,37.1,0.56,0.98
25237,2008-12-01,12,39.74356,-86.81714,winter,27.7,26.7,1.0,0.12
25265,2008-12-07,12,40.86765,-109.5143,winter,38.3,20.5,0.0,0.32
25267,1980-12-24,12,38.72226,-89.80125,winter,15.4,17.8,0.75,0.61
25301,2008-12-28,12,39.10023,-79.4593,winter,42.1,38.0,0.14,0.04
25364,2009-05-17,5,41.60551,-70.97708,spring,54.2,52.2,0.86,0.76
25454,1984-08-01,8,39.17295,-84.971,summer,77.4,67.7,0.86,0.16
25511,2008-10-12,10,37.33815,-107.501,fall,30.2,10.2,0.25,0.42
25533,2006-11-15,11,43.61538,-123.5036,fall,48.0,42.2,0.54,0.84
25559,2009-02-24,2,34.71139,-86.6575,winter,47.8,22.8,0.39,0.99
25577,2003-03-15,3,28.48106,-81.11927,spring,71.5,65.1,0.71,0.4
25592,1986-05-24,5,36.5802,-86.5104,spring,67.1,61.8,0.99,0.53
25621,2009-03-19,3,48.17107,-122.5089,spring,48.3,42.6,1.0,0.78
25651,1996-10-01,10,43.87,-84.355,fall,67.8,52.4,0.52,0.66
25693,2009-03-15,3,34.70107,-83.6746,spring,54.2,46.0,0.98,0.66
25703,2009-03-25,3,34.36778,-94.68028,spring,54.2,43.2,0.31,0.96
25715,2005-09-14,9,41.2584,-81.56255,fall,73.3,61.4,0.49,0.37
25724,2006-04-01,4,41.12884,-80.85832,spring,46.8,45.0,1.0,0.12
25860,2009-08-10,8,38.62563,-96.44296,summer,74.2,67.6,0.36,0.65
25979,2009-05-17,5,29.77291,-81.8592,spring,77.2,68.4,0.37,0.76
26013,2008-10-18,10,35.0554,-79.88049,fall,53.0,48.7,0.95,0.64
26029,1975-07-01,7,34.45025,-82.56786,summer,82.1,65.8,0.56,0.75
26039,2008-05-13,5,42.17577,-88.09506,spring,64.3,43.9,0.23,0.3
26065,2007-08-18,8,46.85,-121.25,summer,45.5,40.9,0.62,0.19
26100,1996-11-15,11,33.14759,-93.89135,fall,65.9,49.8,0.52,0.16
26101,1995-01-15,1,46.94102,-123.7727,winter,45.1,44.0,0.98,0.46
26137,2009-06-13,6,44.50455,-123.5524,summer,50.2,48.9,0.89,0.68
26149,2009-06-16,6,39.03501,-84.1317,summer,72.9,65.1,0.48,0.78
26179,2002-02-13,2,37.182,-113.7382,winter,53.4,1.3,0.03,0.05
26196,2000-10-01,10,44.16985,-85.63835,fall,68.8,50.4,0.01,0.13
26224,1991-04-10,4,44.68557,-118.0891,spring,32.3,23.4,0.58,0.86
26279,2002-08-13,8,39.355,-80.915,summer,81.1,64.0,0.24,0.18
26313,2009-07-17,7,33.49565,-84.5317,summer,74.4,69.5,0.44,0.83
26338,2009-07-26,7,43.32,-73.81,summer,70.2,67.0,0.6,0.17
26377,2001-01-13,1,28.14617,-82.24487,winter,54.4,45.5,0.38,0.64
26554,2009-09-08,9,36.03501,-96.36707,fall,80.3,67.6,0.35,0.63
26566,2003-09-20,9,43.27314,-76.89331,fall,60.4,52.1,0.35,0.81
26577,2009-06-18,6,30.25389,-81.8992,summer,78.3,73.8,0.61,0.85
26581,1982-01-01,1,28.29425,-82.71758,winter,72.8,69.7,0.67,0.2
26587,1975-07-15,7,40.54919,-85.69739,summer,74.8,56.5,0.3,0.24
26604,2009-07-15,7,64.89139,-147.8142,summer,54.4,52.5,0.85,0.77
26617,2011-05-19,5,44.62,-83.62335,spring,54.2,54.5,1.0,0.58
26694,2009-09-24,9,37.66643,-90.86792,fall,65.9,65.6,0.91,0.2
26711,2009-10-01,10,34.49108,-94.49968,fall,62.6,63.8,0.6,0.41
26767,2009-10-04,10,34.21174,-96.63857,fall,58.3,56.2,1.0,0.52
26830,2009-10-31,10,39.42635,-81.37085,fall,51.7,49.6,0.81,0.42
26874,2009-09-24,9,40.65639,-89.04518,fall,67.8,63.2,0.24,0.2
26919,2009-11-24,11,38.4063,-90.7357,fall,49.4,46.3,0.9,0.25
26947,2009-11-21,11,30.9725,-87.265,fall,61.4,51.0,0.65,0.16
26957,2009-11-30,11,40.65083,-78.52589,fall,40.0,34.7,1.0,0.44
26962,1961-10-15,10,36.06055,-89.98725,fall,53.5,30.4,0.0,0.2
27012,1979-10-10,10,32.40191,-90.19371,fall,51.5,43.7,0.7,0.67
27028,2004-06-01,6,46.02361,-92.88618,summer,50.8,47.5,0.91,0.44
27035,1972-10-28,10,43.1546,-75.73906,fall,55.1,46.1,0.98,0.72
27076,2000-06-13,6,29.58358,-82.33316,summer,82.9,69.9,0.36,0.4
27089,2009-10-15,10,38.2081,-91.16042,fall,45.4,44.2,0.98,0.91
27177,2010-01-22,1,34.76666,-118.5834,winter,36.4,33.6,0.82,0.23
27250,1981-08-28,8,29.47368,-82.6783,summer,75.3,74.0,0.75,0.97
27300,2009-08-15,8,31.18562,-83.66153,summer,80.7,72.5,0.55,0.82
27307,2006-07-04,7,33.81435,-96.76199,summer,81.5,69.4,0.4,0.28
27323,2009-10-13,10,37.65805,-83.79678,fall,54.0,53.4,0.92,0.84
27410,1986-01-14,1,36.87593,-89.86899,winter,32.3,23.8,0.39,0.15
27429,2010-03-10,3,43.8708,-89.18135,spring,39.8,38.6,1.0,0.84
27459,2010-03-12,3,33.8957,-87.53395,spring,53.6,46.6,0.68,0.9
27486,1994-04-22,4,35.8606,-89.0912,spring,59.4,44.4,0.24,0.38
27522,2009-12-14,12,36.19746,-84.66167,winter,55.1,49.6,0.93,0.94
27545,2010-03-26,3,37.22604,-82.74595,spring,36.2,36.4,0.84,0.38
27568,2005-01-12,1,34.70112,-87.77686,winter,64.3,59.0,0.8,0.09
27587,2005-10-20,10,27.07842,-81.99105,fall,81.7,72.3,0.25,0.61
27702,2010-08-15,8,39.08414,-76.82731,summer,74.6,70.0,0.96,0.21
27803,2010-05-22,5,46.84748,-122.2719,spring,47.0,41.7,0.74,0.32
27865,2010-06-09,6,46.49406,-122.5319,summer,54.1,50.7,0.73,0.9
27906,2010-12-04,12,35.31924,-80.03551,winter,34.6,29.9,0.65,0.97
27976,2010-07-10,7,40.38335,-87.0796,summer,75.4,62.3,0.04,0.96
27978,1973-07-01,7,41.76292,-91.59415,summer,78.8,66.3,0.79,0.05
27983,1974-08-01,8,35.665,-120.55,summer,79.3,53.5,0.0,0.46
28005,2010-07-16,7,36.25466,-86.15759,summer,83.9,73.6,0.23,0.18
28008,2010-07-05,7,42.97569,-88.44846,summer,79.2,69.4,0.59,0.79
28017,2010-11-08,11,42.54334,-71.80123,fall,41.2,36.9,1.0,0.09
28065,2008-10-26,10,45.95359,-88.38782,fall,38.0,35.2,0.61,0.93
28110,2009-06-27,6,40.19732,-88.724,summer,80.0,63.5,0.09,0.18
28123,1995-08-15,8,45.90052,-122.3898,summer,59.3,52.0,0.96,0.67
28197,1977-10-01,10,46.98578,-122.6997,fall,47.6,46.4,0.73,0.64
28200,2009-10-10,10,28.44926,-81.95577,fall,82.0,75.2,0.3,0.72
28237,2010-09-05,9,28.50566,-81.97483,fall,82.3,74.4,0.49,0.9
28370,1978-08-01,8,39.65749,-89.56981,summer,74.6,65.5,0.87,0.93
28409,2002-06-15,6,46.50835,-123.0235,summer,61.4,49.4,0.63,0.17
28418,1991-08-14,8,29.39384,-82.44225,summer,81.8,68.0,0.41,0.17
28427,2010-10-24,10,43.32922,-92.06343,fall,58.5,57.0,0.87,0.55
28429,2007-10-27,10,40.82944,-89.73378,fall,45.6,40.9,0.55,0.56
28438,2010-10-22,10,48.32675,-121.6962,fall,40.4,41.1,0.81,0.48
28484,2006-07-22,7,39.57463,-90.24173,summer,70.6,58.4,0.32,0.92
28487,2011-01-11,1,47.41995,-123.2005,winter,31.9,24.4,0.43,0.23
28526,2004-07-15,7,31.9853,-81.61756,summer,79.7,73.8,0.61,0.94
28531,2010-11-18,11,41.16984,-81.64181,fall,37.5,36.5,0.96,0.4
28532,2010-11-17,11,46.82742,-123.7095,fall,43.6,43.1,0.97,0.37
28534,2006-08-26,8,39.53747,-90.17564,summer,76.2,70.2,0.55,0.09
28569,2008-12-27,12,40.5634,-89.95824,winter,44.2,50.8,1.0,0.01
28580,2008-10-16,10,41.34404,-78.04547,fall,52.5,52.2,0.89,0.57
28667,2011-08-14,8,42.08179,-72.82665,summer,66.8,64.3,0.98,0.53
28668,2011-05-23,5,44.76665,-85.00165,spring,56.0,57.5,0.87,0.71
28678,1961-03-18,3,28.90854,-82.34611,spring,74.5,64.7,0.79,0.07
28689,1999-06-30,6,38.56724,-92.07335,summer,74.0,64.2,0.77,0.55
28739,2011-01-16,1,47.94485,-123.5436,winter,46.8,45.6,0.98,0.39
28781,2002-08-01,8,47.2838,-124.2306,summer,55.9,48.4,0.41,0.76
28803,1997-11-01,11,40.8179,-85.3532,fall,47.5,48.7,1.0,0.04
28805,1982-06-25,6,44.66666,-85.79052,summer,48.3,53.8,0.94,0.16
28820,1994-02-12,2,41.15384,-81.1124,winter,33.6,23.1,0.88,0.07
28823,2011-01-25,1,47.77293,-122.5552,winter,46.4,44.4,0.9,0.72
28839,2011-02-06,2,33.94073,-94.09966,winter,45.1,32.1,0.51,0.11
28856,2011-02-04,2,46.86044,-122.7043,winter,45.9,43.6,0.99,0.06
28861,2009-10-22,10,39.02502,-86.49139,fall,63.2,51.9,0.3,0.15
28886,2011-02-20,2,36.65339,-105.9678,winter,21.8,18.3,0.85,0.59
28898,2008-06-07,6,47.12045,-121.5298,summer,42.6,40.5,1.0,0.15
28912,2011-02-22,2,38.9264,-82.14285,winter,31.8,29.7,1.0,0.66
28946,1981-08-15,8,34.55154,-112.5421,summer,65.5,54.1,0.28,0.51
29091,2009-07-17,7,45.35665,-84.605,summer,57.4,52.3,0.89,0.83
29139,2013-02-15,2,41.01941,-74.57013,winter,39.3,28.8,0.32,0.19
29165,2011-04-15,4,37.60075,-88.38197,spring,55.3,50.5,0.65,0.41
29170,2011-04-26,4,47.90079,-121.6692,spring,44.0,39.2,0.8,0.8
29178,1980-11-16,11,42.068,-84.22701,fall,31.6,23.4,0.34,0.29
29227,2011-05-03,5,37.2276,-88.7584,spring,50.9,41.7,0.5,0.01
29241,1999-10-09,10,39.75616,-88.62624,fall,63.2,63.2,0.99,0.02
29265,2008-05-23,5,39.02341,-90.40184,spring,65.3,54.2,0.73,0.61
29287,2000-04-07,4,41.7584,-90.0795,spring,36.1,29.9,0.91,0.1
29330,1989-05-15,5,39.64819,-78.32549,spring,56.0,55.4,1.0,0.34
29417,2010-11-18,11,34.73147,-92.75093,fall,45.2,44.5,0.9,0.4
29495,2011-06-15,6,39.66676,-89.68079,summer,69.8,63.7,0.43,0.5
29675,1997-10-13,10,45.87165,-87.02158,fall,47.4,47.9,0.7,0.42
29690,2004-03-04,3,40.91689,-111.8038,spring,24.0,21.6,0.89,0.42
29794,2008-11-29,11,36.1874,-87.0886,fall,48.8,33.2,0.95,0.06
29975,1993-04-15,4,47.147,-122.6028,spring,47.4,45.0,0.9,0.81
30003,2011-07-18,7,41.42396,-88.71103,summer,83.3,75.3,0.11,0.62
30004,2005-10-10,10,34.17521,-85.18678,fall,70.4,62.8,0.82,0.25
30006,2002-02-16,2,38.9766,-78.6205,winter,38.0,28.1,0.42,0.13
30090,2009-11-15,11,44.22671,-86.10172,fall,34.9,32.4,0.42,0.96
30198,1983-08-01,8,38.1078,-82.73412,summer,77.8,68.2,0.76,0.74
30203,2004-10-30,10,40.14471,-89.41959,fall,51.8,46.7,0.25,0.58
30258,2003-09-13,9,38.48342,-77.34673,fall,74.3,67.4,0.93,0.6
30369,2011-08-08,8,39.11929,-83.40022,summer,78.7,69.9,0.29,0.33
30548,2020-02-16,2,40.26059,-81.22332,winter,34.7,27.9,0.54,0.79
30573,1991-10-19,10,39.04035,-94.16049,fall,44.4,23.6,0.38,0.37
30634,2011-05-14,5,39.6946,-76.6691,spring,59.7,57.4,1.0,0.4
30735,1995-10-14,10,35.18083,-79.21278,fall,69.3,70.3,0.96,0.69
30753,2011-11-05,11,45.0,-85.0,fall,45.4,31.3,0.0,0.34
30789,2011-11-03,11,45.1365,-83.5175,fall,38.4,36.2,0.49,0.28
30896,2011-10-20,10,41.4209,-88.706,fall,41.1,35.9,0.97,0.77
30902,2002-11-15,11,46.60424,-87.46171,fall,14.7,17.4,0.96,0.37
30929,2003-06-14,6,26.80829,-80.16933,summer,80.0,72.8,0.53,0.51
31000,2009-06-17,6,41.13183,-81.11617,summer,68.7,64.2,0.97,0.81
31005,2005-06-01,6,35.97231,-84.88466,summer,62.9,59.3,0.79,0.83
31025,2010-08-15,8,46.19183,-86.21193,summer,65.2,62.4,0.51,0.21
31153,2011-07-04,7,28.98491,-81.43248,summer,82.4,71.7,0.25,0.12
31166,2009-08-16,8,47.5,-93.0,summer,60.5,63.5,0.85,0.86
31368,2011-09-15,9,39.08002,-84.79574,fall,53.7,42.4,0.43,0.6
31439,2010-07-18,7,40.11682,-81.4936,summer,78.0,69.7,0.41,0.26
31444,1978-07-15,7,41.871,-84.2995,summer,70.2,67.9,0.48,0.33
31488,1998-10-15,10,45.48318,-118.83,fall,41.9,35.1,0.61,0.86
31648,2012-01-16,1,37.047,-77.90815,winter,43.4,20.3,0.17,0.76
31852,2011-06-04,6,41.23739,-81.60576,summer,77.0,58.9,0.24,0.09
31858,2011-12-19,12,38.71682,-87.68468,winter,46.5,39.4,0.99,0.82
32227,2009-08-16,8,26.1875,-81.69245,summer,83.6,74.2,0.18,0.86
32249,2007-04-10,4,28.85982,-81.48534,spring,65.4,59.7,0.91,0.75
32256,2011-05-05,5,39.7273,-97.34005,spring,53.6,41.8,0.39,0.08
