,bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,temperature_mid,dew_point,cloud_cover,moon_phase,precip_type,classification,observed,solar_kp_index,solar_ap_index
1224,51739,1990-09-09,Report 51739: Memory told of seeing the neighbor's dog going after a hairy biped while squirrel hunting near Greenup,KY,Kentucky,38.31738,-82.51773,dnv3f,dnv3fr,dnv3fr2,dnv3fr2qvt,1990-09-09,1990,9,9,Fall,76.0,69.0,0.84,0.66,rain,Class A,"When I was 14, I had gotten up early one Saturday morning to go squirrel hunting on a small piece of property by my parents house. This stretch of woods is located in Greenup County Kentucky in Northeastern KY. The property is bordered by a small creek ""Raccoon Creek"", and a river, the ""Little Sandy"". I hunted this area on a daily basis when I was younger and had never seen anything unusual. On this particular day in early September, there was a heavy dew on the trees so it was easy to hear anything moving as the dew would fall and make a very distinct noise. I was walking down the ridge top overlooking Raccoon creek and had not made any noise since arriving way before daylight. As often happened, my neighbors dog followed me that day and I thought I had ran him off a couple of hours earlier. Everything was completely still with almost no wind that morning. I started to hear the dog, ""Gruffy, start barking and growling in a way that I had never heard before. At first I tried to ignore the noise but after a few minutes I decided to go run him off again as he was destroying my hunt. As I quietly eased down the ridge about 50 yards, I saw what I thought to be a young bear through the trees. The animal was standing on it's back legs and was only around 6' tall. I noticed that as Gruffy would lunge at the animal it would knock him back with its hands. He would let out a yelp and then go back after the animal. I eased closer being as quiet as possible planning to shoot near the animal to keep it from killing the dog. As I got directly above the animal it noticed me and turned to look directly at me. This is when I noticed that it was not a bear. I did not immediately distinguish the animal as a Sasquatch but was very confused as to what I was looking at. The animal growled visciously which scared me more than I have ever been scared. When Gruffy noticed me he ran to me and kept barking at the animal. I thought about shooting the animal but decided that with a 20 gauge shotgun at this distance with #6 shot that I would just tick it off. I started to walk backward slowly. After 3-4 steps the animal let out a blood curdling growl. I literally threw my shotgun down and ran home. When I got home, I told my father about what had happened. After he got over the fact that my gun was still in the woods, he decided to grab his rifle and take me back to get the gun. He would not accept that this was anything other than a bear. I have never spoken of this encounter because if my father would not believe me then who would? Although black bears are in the area, I have only seen one in the wild in the area. I have been an avid hunter my entire life and hunt everything from Ginseng and Yellow Root to big game. I still am not entirely sure of what I saw that day but I know it was not a bear and it was not a human. A human couldn't possibly make the sounds that this animal made at the volume it made them.",2.667,12
1225,51869,2015-08-17,Report 51869: Close daylight encounter in a laurel thicket near Pearisburg,VA,Virginia,35.8525,-80.6585,dnqeu,dnqeuw,dnqeuwd,dnqeuwdrbw,2015-08-17,2015,8,17,Summer,81.0,69.0,0.31,0.1,rain,Class A,"I saw a Sasquatch face to face at 24 ft. The details were shocking. It was large and hair covered, looking at me and I was frozen in place. It was behind a small rise in the ground making only mid chest to the top of its head visible. The hair was reddish brown color and was short from the top of the head getting longer down its body. The short hair on the body was thinner and around five inches long. The arm hair was much longer at eighteen inches. The face was hair covered like a mans beard and lighter in color.. The Sasquatch had the same look that I had, a surprised look. Eyes were opened wide and mouth. I seen no teeth. The head was not cone shaped. Eyes were brown and looking me up and down. The right arm was stuck out to the side with a bend. I didn't see ears.",3.333,18
1226,51959,2016-05-30,Report 51959: Possible tracks found along hiking trail outside Bozeman,MT,Montana,45.61331,-110.7897,c815q,c815qz,c815qzt,c815qztkuc,2016-05-30,2016,5,30,Spring,44.0,34.0,0.65,0.8,rain,Class B,Saw very large humanoid footprints (two) in the hiking trail. The striking feature was the toe imprints -- very clear and pronounced. Photos available upon request.,4.0,27
1227,51994,2016-05-29,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,WA,Washington,47.07405,-122.4428,c22gv,c22gv9,c22gv9x,c22gv9xf5y,2016-05-29,2016,5,29,Spring,53.0,50.0,0.73,0.76,rain,Class A,"We were going fishing, on May 29, 2016. We turned right at the Roy Y Going south. It was 5:15am. We were going south. We observed and exclaimed, ""that looks like an ape sitting on the side of the road. The animal was about three feet high in a sitting, crouched position. We were going south from left to right. We saw its left arm shoulder to elbow, left leg hip to knee, lower leg obscured. The head was larger with a sagital crest. Lantern shaped jaw that protruded slightly forward. The nose looked wide. And it had a protruding eyebrow like a Neanderthal. Its ears were covered in black hair tight to the head. No visible neck. Still going left to right, we can clearly see, shiny black hair. The animal leaned forward head going low, could see top of both black haired ears. Our distance at this point is between 22 to 25 feet. The animal extends its right arm from the shoulder parallel to the ground and drops some trash from its hands. The arm had black hair all the way to the knuckles. The arm was to long to be human. When it dropped the trash, a thumb and four fingers were clearly visible.The animal moved its right arm back in front of its torso, ninety degrees of angle. Not a bear. It did this action twice. Still going left to right, the right arm from shoulder to elbow is visible, below the right arm, between right arm and right leg, right leg visible from top of buttocks to hip to knee, partially covered by green plastic garbage bag. We estimate its overall height to be between five foot six inches to six feet tall. We said moma-squatch would not leave baby that close to the road. As we lost sight of it we knew it was a juvenile Bigfoot.",1.667,6
1228,55144,2015-11-12,Report 55144: Hunter describes strange encounters and finds a possible footprint near Kickapoo State Park,IL,Illinois,40.09169,-87.71541,dp1s5,dp1s5f,dp1s5fr,dp1s5frx4b,2015-11-12,2015,11,12,Fall,45.0,40.0,0.56,0.03,rain,Class B,"It all began with my father in law. He had an encounter of something huge and making an un familiar noise he said he had never heard before. He is a 70 year old man and great guy. I recall laughing and making fun of him. Then the tables turned, I was in the woods alone hunting in the 2015 hunting season.I was in my stand and had several deer come in but they seemed very skidish. I drew my crossbow down on a nice buck and pulled the trigger. My arrow seemed to find its mark. I allowed about 45 minutes to go by and it began getting dark. As I climbed down out of my stand I began hearing some unusual noises. Kind of like I screaming growling noise. Now I'm soon to be 50 years old myself and as my father in law said to me. These were sounds that I had never heard before in the woods or anywhere else. I called my father in law and told him I had a deer down and asked if he could meet me out in the woods to help me get the deer out. He told me he was in Terre Haute Indiana, and that it would be close to an hour before he could even get home. I was too embarrassed to tell him I too was feeling pretty uneasy. I tried to keep him on the phone but he had to get off the phone.so I began tracking the deer I found really good blood. And was sure the deer didn't go far. As I started down a small hill I began hearing these noises again. It was as if I could feel these screaming growling noises in my body. I kept hearing what I thought may have been falling tree branches or something. I looked up on this hill side 30 yards from me and seen a sillhouette of something huge. I quickly headed out of the woods and continued hearing the noises all the way out. I called my father in law and told him about my encounter. He laughed and said you mad fun of me. We returned the next morning to find the blood trail  where I left off and we knew the deer had to be close due to the amount of blood. And then it was as if the deer just vanished.. We began working in circles to find nothing. There was a steep cliff to the east of where we found the last blood. We looked down torward the creek to find nothing. But the smell in the woods was as it was the night before. A very strong pungent odor. Kind of a cross of something dead and the urine of many different types of animals. I felt eyes on us the whole time we were out there. We went back several times without success. Then in April I went out to the same location mushroom hunting, I found that the woods was  very quiet. I didn't find any mushrooms so I headed out through the North end of the woods to look at deer sign. When it hit me, the smell it was so strong , I began hurrying to get out of the woods as I got to the edge of the woods to an area we call the  grassy area and there it was a foot print. A single foot print it was the left foot and was very large . The print was a good one very detailed you could see the toes and everything.I wear a size 13 and this print was way bigger than my foot. This area is about three miles from the Kickapoo state park in Vermilion county Illinois. I have never been frightened in the woods in all my life. I spent my whole life in the woods hunting most of every species in our area. I coon hunted in the dark by myself and never been as frightened as I was with this encounter.",1.0,4
1229,55224,1996-06-29,Report 55224: Memory told of daylight sighting while dirt bike riding east of Freeburg,IL,Illinois,38.43189,-89.87113,dnb4d,dnb4du,dnb4dum,dnb4dumcfz,1996-06-29,1996,6,29,Summer,83.0,68.0,0.4,0.44,rain,Class A,"My sister recalled a day sighting roughly 5 pm across from our home, in the strip mines.  This was roughly 20 years ago.  She was riding a small motorcycle down a rock road, she came over the hill to look at the mine lake.  What she thought was a man was squatted sifting water with his hands.  When it heard the motorcycle it turned and took off very quickly and uncharacteristically fast towards her.  She turned and left as quickly as she could.  She didn't notice the body but the face had a large amount of white hair with a rough expression, the movement was very quick and bounding.  When she glanced back it was gone.  My dad went over to see if he saw any signs of someone staying there and there was nothing.  Come to find out there are many sightings in our area of something called the ""silver creek freak"".",2.667,12
1230,55225,1997-11-12,Report 55225: Memory told of seeing an unknown creature climbing a tree while driving between Marionville and Aurora,MO,Missouri,36.589,-93.3945,9yt84,9yt84u,9yt84ub,9yt84ub4q7,1997-11-12,1997,11,12,Fall,35.0,34.0,1.0,0.43,rain,Class B,"I am 70 years old and have only started to tell a few people ...They either say I am lying or don't know what I saw...they just laugh..I used to drive truck and have seen lots of wild life..I have been in 48 states and lots of Canada. My son has seen them down by the lake..table rock, cape fair area.. he hunts and fishes a lot..",1.0,4
1231,55269,2016-06-07,Report 55269: Dawn sighting at Stevens Brook outside Claremont,NH,New Hampshire,43.41549,-72.33093,drswf,drswfp,drswfpd,drswfpd1x1,2016-06-07,2016,6,7,Summer,64.0,55.0,0.61,0.1,rain,Class A,I was on my way to Claremont from Lebanon on Rte 120 and was passing by some reeds in a marshy area next to the road that sounded like a huge flock of birds. The creature came out of the reeds and was crouched down looking at me through them. Surprisingly it got out of the reeds from crouched to standing turned around and ran towards the wooded area up a hill and was moving with it's arms brush and tree branches out of the way. It was incredibly fast runner and I got a good look at its coconut shaped head as it ran away. It was light brown/brown. It had incredibly broad shoulders. I went back the same day. The marsh went up to my knees and I could smell a bad odor like garbage. Myself and a friend went back to the sighting. We found a footprint and a hair sample. I could hear wood knocks when my friend James did a call and we also found a large bed of branches and some tree structures. The following month I went back to Claremont and I heard screeching in the woods while I was traveling Rte. 120 on a bicycle.,1.667,6
1232,55306,2016-08-02,"Report 55306: Young lady has a daylight sighting while at home, looking out a window near Floyd",VA,Virginia,36.9846,-80.3755,dnwf7,dnwf7h,dnwf7hb,dnwf7hb6gj,2016-08-02,2016,8,2,Summer,74.0,69.0,0.71,0.99,rain,Class A,"Hi my name is Xxxxx today my 11 year old daughter saw something in our yard. She was looking out the window and saw It walking around. It turned and looked right at her. She said all she could see was hair, black and dark brown all around its face it was like 30 ft away.  It had medium size brown eyes and said no way in the world it was a bear. It saw her, then it turned around and started to fast walk away down the hill on two feet. It went behind a fence in front of our house. The fence is covered with weeds but some spots are open. It was crouched down and peeking at her as it worked its way down  the fence. When it got around the corner it stood up and ran down the hill out of sight. I don't know what she saw but it was as big as me and I'm 6ft 1. She thinks it was a Bigfoot",1.0,4
1233,55376,2003-12-15,Report 55376: Two fishermen have close-up sighting while driving home at night from Norfork Lake,AR,Arkansas,36.37399,-92.27071,9yqqu,9yqqum,9yqqumd,9yqqumdtbe,2003-12-15,2003,12,15,Winter,47.0,39.0,0.41,0.72,rain,Class A,"It was Jan of 03 in Baxter County AR. location Hwy 62 and 101 intersection. Time 2 to 3 a.m. Cold clear winter night. Coming home from fishing as we rounded the 30 mph curve right before the stop sign we were headed south on 101 an animal walking upright came into clear view as ""he"" was in my high beams and was on the west side shoulder. My buddy Joe who was with me and I said not a word to one another. We were now at maybe 20 mph as we watched this big critter who was standing upright take one step and went from the far side of the shoulder to the center line. Where ""he"" paused for a moment, looked us up and down altho we felt no fear from it Joe and I each felt like ""he"" looked at each one of us, me first then Joe. before turning his head straight . Then he leaned forward and put his knuckles on the pavement and swung his hips through his arms and was now on the far side of the east shoulder. And was gone.",4.667,39
1234,55386,2016-08-16,Report 55386: Witness recalls possible nighttime sighting near Sparland,IL,Illinois,41.02524,-89.45454,dp23k,dp23kk,dp23kkm,dp23kkmjq5,2016-08-16,2016,8,16,Fall,77.0,69.0,0.47,0.44,rain,Class B,"My mother and I had a possible sighting back in about 1974. We used to watch for my step dad to come back from deer hunting. Depending on the moon light, we could see him coming down from the woods. One night my mom said that he was coming. We went outside and we both thought we seen him walking to the house. Mom walked out to meet him. I stayed on the back porch and watched. It was probably 9pm or so. What ever it was just stopped and stood there. Then it went back into the woods fast. Mom ran back inside the house with me by the wrist. She locked the doors and loaded a shotgun. My step dad eventually got home. Whatever that was walked on 2 legs. It was not my step dad. We live just outside Sparland, Illinois.",0.0,0
1235,55541,2016-09-06,Report 55541: Motorist has a possible daylight sighting just north of South Branch,MI,Michigan,44.48875,-83.88607,dpum5,dpum54,dpum54u,dpum54ujbb,2016-09-06,2016,9,6,Summer,79.0,69.0,0.24,0.17,rain,Class B,Driving down road 7am light fog large figure. Looked like a ghillie suit. In road seen my car lights step in ditch then woods.,3.0,15
1236,55554,2016-09-06,Report 55554: Possible sighting by motorists half mile from Cranberry Mountain Nature Center,WV,West Virginia,38.18933,-80.2522,dnycm,dnycmb,dnycmb4,dnycmb4hup,2016-09-06,2016,9,6,Fall,69.0,58.0,0.35,0.18,rain,Class B,"My wife and I were taking an evening drive on Highland Scenic Highway 150, from US 219 near Slatyfork, WV, to the Cranberry Glades area on Tuesday evening 9/6/16.  We had been stopping at the scenic overlooks taking pictures, and had just left the Williams River overlook, and headed south on 150.  There was a stretch of highway that was very straight and a downslope of about 4-6% about 1-2 miles south of the Williams River overlook.  As we were driving down, we both noticed something in the weeds between the road edge and the bank leading up to the woods on the west side.  At first I thought it was a deer, with its head and neck stretched up above the weeds.  It was about 300-400 feet ahead, and while we continued towards it, it spun around, similar to an about face, but with the head dropping and a semi-crouch as it was turning.  It jumped up onto the bank, reaching for a branch to aid in pulling itself up.  By the time it jumped, we were within 80-100 feet of it.  By the time we got to where it had been standing, it was nowhere in sight, and we could hear no sounds of running or branches breaking in the piney woods along the road.  We both noticed that the weeds at this point and all along the area, were even with the hood on the 3/4 ton Chevy pickup we were in, making the estimate on the height of the creature at about 7-7 1/2 ft tall.  The creature was a mix of brown, and brown gold fur, longer than deer hair, but not as long as collie fur.  I have never discounted that Sasquatch could be real, but this firsthand experience has removed my doubt.  As we left the area, my arms and neck were covered in goose-flesh, and we were both speechless for about 10 minutes.",3.0,15
1237,55573,1976-06-15,Report 55573: Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's,MI,Michigan,43.55,-86.325,dpdxg,dpdxg8,dpdxg8h,dpdxg8h11s,1976-06-15,1976,6,15,Unknown,68.0,62.0,0.59,0.62,rain,Class B," January 28, 2016 email received by the BFRO: Can someone in your organization please put me in touch with Jim Sherman. I need to have a conversation with him about bigfoots in West Michigan. Thank you.",0.333,2
1238,55574,2016-09-11,Report 55574: Daytime road crossing seen by twin sisters near Cedar Key,FL,Florida,29.23723,-83.00198,djhyr,djhyr4,djhyr4r,djhyr4rz1w,2016-09-11,2016,9,11,Fall,83.0,75.0,0.26,0.32,rain,Class A,"September 11, 2016 at approximately 11:20AM My sister and I were traveling on CR 347 north of Cedar Key, a little north of SW 61st St.  We were coming out of curve when we both saw something in the road ahead.  It was  a large creature, approximately 7 1/2, 8 feet tall covered with grayish black hair walking across the highway.  It turned to look at us then quickly disappeared into the woods.  There were no other cars around or houses nearby and the area was very wooded and swampy.  If this was a hoax it was a great one! We called and made a report with Levy County Sheriff as soon as we got cell service.",0.667,3
1239,55934,2017-01-20,Report 55934: Nighttime sighting near Sunset Lake west of Girard,IL,Illinois,39.4383,-89.86021,dp007,dp0075,dp0075t,dp0075tb9r,2017-01-20,2017,1,20,Fall,50.0,46.0,0.96,0.77,rain,Class A,I was almost home and I live on West Lake Drive then all the sudden I just see this two legged being about 7 to 8 ft tall just bolts in front of me into the woods just across from my house. It was covered in matted burgundy hair.,3.0,15
1240,55961,2016-11-16,Report 55961: Men see upright creature walking in front of a home at dusk near Ocean City,NJ,New Jersey,39.22348,-74.69759,dqfzh,dqfzhh,dqfzhhq,dqfzhhqv7f,2016-11-16,2016,11,16,Fall,54.0,40.0,0.34,0.58,rain,Class B,"At approximately 7 PM on Wednesday, November 16, Jon E., Dan F., Dan W. and James O. and I met at my house to watch a Philadelphia 76er's game.  While watching, Dan F. noticed a human-like creature walking in the street in front of my house.  From the living room window, we all observed a creature which appeared to be just under six feet tall walking away from my house.  The creature was about 150 feet away and passed under a street light, which gave us the ability to get a decent look at it.  It was long limbed, but clearly not human.  Because of the lighting it was in silhouette, but we could see that it was covered with hair.  It was walking with its shoulders hunched forward, and did not appear to be in any distress.  We watched it pass from view as it went behind trees and into the woods on the far side of the street. I live in a quiet neighborhood that is located in a wooded area.  My house is on a street that is a cul-de-sac, and there is very little traffic.  There is a quarry less than a quarter mile away through the woods.  In the 14 years that I have owned this house, I have routinely heard animal calls that can't be identified as dog barks, etc., and have seen droppings and footprints in the woods that have not been from any animal such as a deer, etc., that would be seen in this area. This is the first instance in which I have seen a creature that I believe is a bigfoot.  Because we were all shocked by what we saw, we did not attempt to pursue this creature, but we were able to observe it for 5-7 seconds before it passed from view. In the minutes that followed, we all discussed what we saw.  While my friends, who do not live in this neighborhood, were initially reluctant to acknowledge that it was a bigfoot, after I explained the things that I have heard and seen around my house over the years, we all agreed that the creature was not human, and clearly fit the description of a bigfoot.  Please contact me so I can provide further information about this sighting.",0.667,3
1241,56061,2016-12-03,Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,GA,Georgia,33.81871,-85.10207,dn52r,dn52rk,dn52rkw,dn52rkw860,2016-12-03,2016,12,3,Winter,48.0,36.0,0.47,0.13,rain,Class A,"On our way home to Rockmart, GA from Birmingham, AL, we were following the directions the GPS gave for the distance.  This brought us to Hwy 120 and Vincent Mountain Road.  We had just made that turn and gone a mile and a half when my husband and myself saw a large figure standing in the tree line.  There was illumination coming from the right side of the road from an additional light source other than our car headlights.  This enabled us to clearly see this figure that was on the left side of the road with one arm straight down and the other arm slightly moving.  I believe that arm movement is what caught our attention making us both look to our left CLEARLY allowing us both to view this creature.  It was covered in reddish brown fur from head to toe with a face I can only describe as Ape like. It appeared to be over seven feet tall. He/she seemed to be getting ready to cross the road. After about 15 seconds past, he and I both screamed out, ""did you just see what I saw???"" I have never been a big believer in the legend of Bigfoot, but I know what I saw tonight.  And I am floored.  I have never written to any site such as this about anything in my life and I certainly didn't think I would start at 56 years old. Thank you for your time.",0.333,2
1242,56168,2017-01-20,Report 56168: Possible nighttime sighting along Scott-Troy Road south of Troy,IL,Illinois,38.66736,-89.87602,dnb5f,dnb5fz,dnb5fz4,dnb5fz4m8y,2017-01-20,2017,1,20,Fall,52.0,48.0,0.83,0.77,rain,Class B,"I was driving along Scott-Troy Road after work one night. It was around 8:15 pm when I was driving through some wooded parts of Scott-Troy. I saw something large, black and hairy take two-three giant bounds across the road before it disappeared on the other side. I slowed for a bit, trying to see what it was, but it was too dark to see what it was or where had it gone.",3.0,15
1243,56293,2015-09-11,Report 56293: Another possible encounter along Appalachian Trail,MA,Massachusetts,42.07867,-73.38644,dr7z6,dr7z6h,dr7z6h1,dr7z6h1wh0,2015-09-11,2015,9,11,Fall,65.0,61.0,0.67,0.95,rain,Class B,"I have hiked the Appalachian Trail Georgia to Hanover NH ( 2006-Present ), I am a section hiker. While staying at The Tom Leonard Selter,East Mtn State Park Mass.I  had an incident. While solo camping at the shelter I decided to call a big foot in. Or try, it was a erie evening, i went to get water it was a long way down. While I had a feeling something was watching me. It was getting dark...uneventfully I hiked back. I made a big fire that lasted for three hours, made alot of noise. Did a couple Bigfoot calls. A whoop whoop type. A wood knock ( no return ). A local plane saw my smoke and buzzed right over my camp site. After a great meal, some singing, i went to bed on the TOP bunk. I always sleep with one eye and ear open. At 2:30am I heard a solid Wood Knock followed immediatley by a tree gettintg pushed over. It did not crash . It sounded dead and not tall... "" Wood Knock then a Thud "", after that nothing. 1/2 hour later I was back to sleep.",3.0,15
1244,56332,2017-01-08,Report 56332: Snowshoers find possible tracks in the Antoine Peak Conservation Area,WA,Washington,47.73081,-117.159,c2kxt,c2kxtc,c2kxtcp,c2kxtcpkj7,2017-01-08,2017,1,8,Winter,23.0,20.0,0.95,0.37,snow,Class B,"Sunday January 8th, 2017. My husband and I were snowshoeing out from my parents property towards Antoine Peak conservation area around 12:30 pm. We had gone for about 45 minutes away from the house, seeing lots of wildlife along the trails including deer, rabbit and moose. There were lots of tracks along the way as well. We came upon a trail where all of a sudden the deer trails we had been following, swerved off the main trail and up the hillside. Up ahead was a single set of tracks that appeared to be a bi-pedal animal of some kind and there the smell was something awful. We weren't sure what to make of the tracks at first so we just continued along the trail. I immediately noticed how far apart the tracks were and became very aware of what we COULD have been looking at. I had my husband try to  match his stride to those of the tracks, and he came up  VERY short. We didn't  come prepared with tape measures or anything like that, but my Husband is 5'9"" and he could only get to about half of the stride length.  We  continued to follow the trail of tracks for several hundred feet and they suddenly turned and,  what looked like, jumped off the side of the hill towards a clearing where there is a pond in the summer months. At the time there was about a foot of snow on the ground and the following day, another 6+ inches fell. We are not sure what created these tracks, but I am unaware of anything with such characteristics in this area.",3.0,15
1245,56576,2017-01-21,Report 56576: Homeowner describes ongoing activity from a neighboring swamp and takes interesting photos outside Colfax,LA,Louisiana,31.368,-92.422,9vw62,9vw62y,9vw62yk,9vw62yk7g7,2017-01-21,2017,1,21,Winter,62.0,61.0,0.51,0.8,rain,Class B,"Since October I have had many howls, wood knocks, eyeshine instances. I believe they have always frequented the hardwoods across the street, but since the recent logging of thousands of acres of pine in the area they have taken up full time residency across the street. There is a large swamp that butts up to the hardwoods. The night of January 21st, 2017 was the most incidental of all so far. After making some calls on my front porch I got a wood knock from the woods across the street. My dog ran toward the activity and barked for a long time. When I heard his collar stop jingling and the barking stopped I got worried and went into the woods with a large limb. I beat against a large oak and yelled ""I want my Dog!"". I heard a woodknock close by then a chest beat and a bluff charge through the brush. Then a tree push down. I yell roared ""I want my Dog!"" and beat hard against the tree. I saw eyeshine ahead I I told him to back away so my dog will come to me and we will go home. He did and my dog came out and we went home.",3.333,18
1246,56586,2017-01-21,Report 56586: Motorist sighting at night a few miles north of Rio Grande,OH,Ohio,38.965,-82.905,dnvj9,dnvj9m,dnvj9mq,dnvj9mq7t6,2017-01-21,2017,1,21,Winter,52.0,48.0,0.38,0.81,rain,Class A,"I was driving down Ohio Route 325 in Gallia County on Saturday, January 21, 2017 between 9:30-10:00 pm. I came around a curve and saw a reflection off the eyes of a deer. I slowed down and noticed several of them in a field right next to the road. By this time, I was completely stopped because I was counting the deer. While counting the deer, I saw what looked like a bigfoot near one of the deer. It must have known I saw it because it started running away towards the treeline. It was way taller than the deer and was a light to medium brown. It had a huge upper body. It didn't run with a very smooth gait.",3.333,18
1247,56798,2017-02-14,Report 56798: Possible track way found in the snow in Vaughn Woods State Park east of Dover,ME,Maine,43.2045,-70.81187,drttu,drttu9,drttu9h,drttu9hk7y,2017-02-14,2017,2,14,Winter,26.0,16.0,0.09,0.63,snow,Class B,"I was hiking in the woods, doing occasional whoops and wood knocks to try to illicit a response. It felt so squatchy from the moment I got there, but I got no response to anything. I was about an hour into my trek and I see off the beaten path a series of footprints. The snow had stopped yesterday and I tell you these prints were FRESH. I am thinking I just missed that squatch by a matter of minutes or hours! SO CLOSE! Well, let me tell you what!! These things were 12'' long and the stride between steps was measured at 8 feet! The line of prints was straight, just like you see with other evidence of a bigfoot trail! It was INSANE. There were no other prints around, I followed these about a quarter mile into the depths of the woods and off the beaten path. The snow was up past my knees at some points but how could I stop following this epic trail! I could see some prints more clearly than others, I could see toe outlines and the heel in a few! I have pictures and videos to share with you. By the looks of the size of the prints and the distance in stride, this seems like an adult sasquatch, These things were huge!! The sun was setting and my phone was dying so to my dismay I had to turn around and get back to the path before dark, otherwise I would have followed those tracks until they lead me to whatever made them, and we know what made those beasts! This is the BEST day ever. My very first bigfoot evidence and experience and I couldn't be happier!!! There is literally NOTHING else this could be, it is an amazing and documented bigfoot footprint trail!",0.0,0
1248,56800,2017-02-12,Report 56800: Possible sighting and casting of a print near Hosak's Cave in Salt Fork State Park,OH,Ohio,40.14003,-81.49033,dpnh3,dpnh3e,dpnh3ek,dpnh3ek89e,2017-02-12,2017,2,12,Winter,44.0,42.0,0.85,0.56,rain,Class B,"I was driving on Rd 1 in Salt Fork State Park from the back entrance. I was around 30 yards from the turn off for Hosak's Cave when I saw a hairy, brown figure move into the brush on the right side of the road. Now I know what a deer backside looks like and it wasn't a bear. When I went back later after work is when we found a foot print.",0.667,3
1249,56826,2014-07-14,Report 56826: Close daytime sighting on a ranch in the Canadian River Valley,TX,Texas,35.93985,-100.6767,9y2km,9y2kmn,9y2kmn9,9y2kmn9kyc,2014-07-14,2014,7,14,Summer,78.0,67.0,0.34,0.58,rain,Class A,"I had just loaded some oil drilling equipment to haul back to the oil company yard for them. I had been driving down the lease road going through a very large ranch on the Canadian River Valley in the Texas Panhandle. It was about 7:30 p.m.  I was driving very slow, approximately 10-15 MPH, because the ranch has speed limits on their lease roads and the roads are very rough. This location is on private property and out of respect for the landowner I will not disclose the location. It is a very desolate area, about 23 miles to the nearest town. There are very few homes in the area with about 5-10 miles between homes. It was unusual weather for mid-July. It was warm but overcast with clouds and a breeze coming out the north. It was still very bright for it was over an hour before sunset. I was driving along noticing how heavy the plum bushes were loaded. We haven’t had a good crop of Sand Plums in several years on account of the severe drought that we had been suffering from. I noticed out of my peripheral vision what looked to be a very tall and very thick butt of a bull. I kept thinking this was very unusual to see a river ranch bull that is so large and thick. I have only seen this type of bull on the show circuit, I have showed cattle in 4-H and FFA and my kids showed cattle also, I grew up on a dairy farm and we also raised beef cattle, I have raised cattle for over 40 years and been around many different breeds of cattle, yet this one was exceptionally large. As I got closer to this bull I starting getting a clearer look at it.  Bulls this thick typically don't have much of a tail head, they are pretty flat topped, but this one did. As I got closer I realized he didn't have a tail at all.  The hair was wrong and too long for a bull. It was brown with a reddish tint on the ends as if sun bleached. This bull has 4-6 inch long, bleached out strawberry blonde, matted hair hanging just above mid-point on him. I then notice that I couldn’t see under this bull, and that it’s very wide at the ground level. This made no sense. By this time, there was no brush between me and him to block my view of this thing! He was standing in the open on bare ground. There was a large shade tree; the cattle used a good bit because there was no grass around the tree. Then it HIT me, this is a Bigfoot. I cannot believe it. Not 70 feet from me. My pickup and trailer are a total of 65 feet long so it was pretty easy to figure the distance to him. I realize I caught the big fellow out in the wide open. I knew I was coming up on a curve in the road and I could drive off into a deep ditch so I looked up to stay on the road, hitting my brakes to stop. I didn't take my eyes off of him for more than 2 seconds, but that was all he needed. He was gone. There is a small canyon about 30 feet to the south of where he was.  I believe he went that direction.  I jumped out of my truck and ran down to the end of my trailer to try to see this massive creature again, then I realized, with its size and speed that was probably not a good idea. As I walked back to my truck, watching my back, I knew where he had been standing and that there was probably footprints and knuckle prints there that I could take pictures of, I had my camera with me, and I’d have proof to show my family of what I saw. But I also knew he could be on top of me in 2 seconds if I went over there. I had my phone and my camera with me but it never entered my mind to grab them while the creature was standing there in front of me. I have always heard of these being described as massive creatures. Truly that is the only way to describe it. The shoulders and arms were massive. I didn't get a good look at its face because I was too busy  wondering why I couldn't see under it, so I focused more on the lower half. But I did notice the contrasting colors of its face. It was lighter around the eyes and darker over the nose and I think I caught him with sand plums in his mouth because of the red tint in the lip area. He looked to be at least 5' 6"" tall down on his knuckles and could be easily taller than that. He was very wide, I am 6'3"" and 235 lbs and he was at least 1 1/2 to 2 of me in width. Down on my knuckles I am on 3 feet tall. I know their arms are longer than humans, but this still makes him a very tall boy! I have had to estimate the weight of cattle most of my life and was always been within 10 -25 lbs of guessing them correctly. And I would estimate him weighing in the neighborhood of 850 lbs. With that said he could easily weigh more because of the shear muscle mass that I could see.",0.667,3
1250,56932,2016-01-27,Report 56932: Hiker has an afternoon sighting behind a mountain resort in Cle Elum,WA,Washington,47.20113,-121.0161,c23uw,c23uw0,c23uw0w,c23uw0wy82,2016-01-27,2016,1,27,Winter,39.0,33.0,1.0,0.62,rain,Class A,"I was walking in the woods behind the resort. It was pretty quiet, all I could hear was the Cle Elum river down below. I looked through the trees and saw an auburn colored Sasquatch walking. At first I thought it couldn't be a Sasquatch, there are people at the lodge. But as I looked again it's whole body was covered in shaggy auburn hair. I then thought it couldn't be a person, I've never seen anyone wear a snow suit that looks like that.",1.0,4
