state,year,population
Oklahoma,1963,2439000
Ohio,1963,9986000
North Dakota,1963,644000
North Carolina,1963,4742000
New York,1963,17461000
New Mexico,1963,989000
New Jersey,1963,6531000
New Hampshire,1963,649000
Nevada,1963,397000
Nebraska,1963,1476000
Montana,1963,703000
Missouri,1963,4392000
Mississippi,1963,2244000
Minnesota,1963,3531000
Michigan,1963,8058000
Massachusetts,1963,5344000
Maryland,1963,3386000
Maine,1963,993000
Louisiana,1963,3377000
Kentucky,1963,3096000
Kansas,1963,2217000
Iowa,1963,2747000
Indiana,1963,4799000
Illinois,1963,10402000
Idaho,1963,683000
Hawaii,1963,682000
Georgia,1963,4172000
Florida,1963,5628000
District of Columbia,1963,798000
Delaware,1963,483000
Connecticut,1963,2727000
Colorado,1963,1936000
California,1963,17668000
Arkansas,1963,1875000
Arizona,1963,1521000
Alabama,1963,3358000
Wyoming,1962,333000
Wisconsin,1962,4049000
West Virginia,1962,1809000
Washington,1962,2942000
Virginia,1962,4180000
Vermont,1962,393000
Utah,1962,958000
Texas,1962,10053000
Tennessee,1962,3673000
South Dakota,1962,705000
South Carolina,1962,2423000
Rhode Island,1962,871000
Pennsylvania,1962,11355000
Oregon,1962,1818000
Oklahoma,1962,2427000
Ohio,1962,9929000
North Dakota,1962,637000
North Carolina,1962,4707000
New York,1962,17301000
New Mexico,1962,979000
New Jersey,1962,6376000
New Hampshire,1962,632000
Nevada,1962,352000
Nebraska,1962,1464000
Montana,1962,698000
Missouri,1962,4357000
Mississippi,1962,2243000
Minnesota,1962,3513000
Michigan,1962,7933000
Massachusetts,1962,5263000
Maryland,1962,3263000
Maine,1962,994000
Louisiana,1962,3345000
Kentucky,1962,3079000
Kansas,1962,2231000
Iowa,1962,2750000
Indiana,1962,4736000
Illinois,1962,10280000
Idaho,1962,692000
Hawaii,1962,684000
Georgia,1962,4086000
Florida,1962,5458000
District of Columbia,1962,788000
Delaware,1962,469000
Connecticut,1962,2647000
Colorado,1962,1899000
California,1962,17072000
Arkansas,1962,1853000
Arizona,1962,1471000
Alabama,1962,3323000
Wyoming,1961,337000
Wisconsin,1961,4009000
West Virginia,1961,1828000
Washington,1961,2882000
Virginia,1961,4095000
Vermont,1961,390000
Utah,1961,936000
Texas,1961,9820000
Tennessee,1961,3622000
South Dakota,1961,693000
South Carolina,1961,2409000
Rhode Island,1961,858000
Pennsylvania,1961,11392000
Oregon,1961,1787000
Oklahoma,1961,2380000
Ohio,1961,9854000
North Dakota,1961,641000
North Carolina,1961,4663000
New York,1961,17061000
New Mexico,1961,965000
New Jersey,1961,6265000
New Hampshire,1961,618000
Nevada,1961,315000
Nebraska,1961,1446000
Montana,1961,696000
Missouri,1961,4349000
Mississippi,1961,2206000
Minnesota,1961,3470000
Michigan,1961,7893000
Massachusetts,1961,5219000
Maryland,1961,3176000
Maine,1961,995000
Louisiana,1961,3287000
Kentucky,1961,3054000
Kansas,1961,2215000
Iowa,1961,2756000
Indiana,1961,4730000
Illinois,1961,10130000
Idaho,1961,684000
Hawaii,1961,659000
Georgia,1961,4015000
Florida,1961,5243000
District of Columbia,1961,778000
Delaware,1961,461000
Connecticut,1961,2586000
Colorado,1961,1844000
California,1961,16497000
Arkansas,1961,1806000
Arizona,1961,1407000
Alabama,1961,3316000
Wyoming,1960,331000
Wisconsin,1960,3962000
West Virginia,1960,1853000
Washington,1960,2855000
Virginia,1960,3986000
Vermont,1960,389000
Utah,1960,900000
Texas,1960,9624000
Tennessee,1960,3575000
South Dakota,1960,683000
South Carolina,1960,2392000
Rhode Island,1960,855000
Pennsylvania,1960,11329000
Oregon,1960,1772000
Oklahoma,1960,2336000
Ohio,1960,9734000
North Dakota,1960,634000
North Carolina,1960,4573000
New York,1960,16838000
New Mexico,1960,954000
New Jersey,1960,6103000
New Hampshire,1960,609000
Nevada,1960,291000
Nebraska,1960,1417000
Montana,1960,679000
Missouri,1960,4326000
Mississippi,1960,2182000
Minnesota,1960,3425000
Michigan,1960,7834000
Massachusetts,1960,5160000
Maryland,1960,3113000
Maine,1960,975000
Louisiana,1960,3260000
Kentucky,1960,3041000
Kansas,1960,2183000
Iowa,1960,2756000
Indiana,1960,4674000
Illinois,1960,10086000
Idaho,1960,671000
Hawaii,1960,642000
Georgia,1960,3956000
Florida,1960,5004000
District of Columbia,1960,765000
Delaware,1960,449000
Connecticut,1960,2544000
Colorado,1960,1769000
California,1960,15870000
Arkansas,1960,1789000
Arizona,1960,1321000
Alabama,1960,3274000
Wyoming,1959,320000
Wisconsin,1959,3891000
West Virginia,1959,1855000
Washington,1959,2821000
Virginia,1959,3951000
Vermont,1959,387000
Utah,1959,870000
Texas,1959,9405000
Tennessee,1959,3522000
South Dakota,1959,667000
South Carolina,1959,2348000
Rhode Island,1959,857000
Pennsylvania,1959,11234000
Oregon,1959,1746000
Oklahoma,1959,2289000
Ohio,1959,9671000
North Dakota,1959,618000
North Carolina,1959,4458000
New York,1959,16685000
New Mexico,1959,919000
New Jersey,1959,6015000
New Hampshire,1959,596000
Nevada,1959,279000
Nebraska,1959,1397000
Montana,1959,669000
Missouri,1959,4258000
Mississippi,1959,2138000
Minnesota,1959,3366000
Michigan,1959,7767000
Massachusetts,1959,5117000
Maryland,1959,3066000
Maine,1959,957000
Louisiana,1959,3208000
Kentucky,1959,2999000
Kansas,1959,2160000
Iowa,1959,2729000
Indiana,1959,4613000
Illinois,1959,9986000
Idaho,1959,657000
Hawaii,1959,622000
Georgia,1959,3868000
Florida,1959,4808000
District of Columbia,1959,761000
Delaware,1959,441000
Connecticut,1959,2523000
Colorado,1959,1710000
California,1959,15467000
Arkansas,1959,1756000
Arizona,1959,1261000
Alabama,1959,3204000
Wyoming,1958,315000
Wisconsin,1958,3843000
West Virginia,1958,1845000
Washington,1958,2773000
Virginia,1958,3914000
Vermont,1958,380000
Utah,1958,845000
Texas,1958,9252000
Tennessee,1958,3471000
South Dakota,1958,656000
South Carolina,1958,2304000
Rhode Island,1958,858000
Pennsylvania,1958,11058000
Oregon,1958,1718000
Oklahoma,1958,2267000
Ohio,1958,9599000
North Dakota,1958,606000
North Carolina,1958,4376000
New York,1958,16601000
New Mexico,1958,886000
New Jersey,1958,5890000
New Hampshire,1958,581000
Nevada,1958,269000
Nebraska,1958,1383000
Montana,1958,666000
Missouri,1958,4186000
Mississippi,1958,2086000
Minnesota,1958,3313000
Michigan,1958,7667000
Massachusetts,1958,5010000
Maryland,1958,2982000
Maine,1958,944000
Louisiana,1958,3155000
Kentucky,1958,2961000
Kansas,1958,2142000
Iowa,1958,2708000
Indiana,1958,4583000
Illinois,1958,9886000
Idaho,1958,646000
Hawaii,1958,605000
Georgia,1958,3804000
Florida,1958,4630000
District of Columbia,1958,757000
Delaware,1958,433000
Connecticut,1958,2446000
Colorado,1958,1667000
California,1958,14880000
Arkansas,1958,1726000
Arizona,1958,1193000
Alabama,1958,3163000
Wyoming,1957,314000
Wisconsin,1957,3791000
West Virginia,1957,1843000
Washington,1957,2724000
Virginia,1957,3844000
Vermont,1957,376000
Utah,1957,826000
Texas,1957,9070000
Tennessee,1957,3434000
South Dakota,1957,666000
South Carolina,1957,2274000
Rhode Island,1957,851000
Pennsylvania,1957,10954000
Oregon,1957,1712000
Oklahoma,1957,2282000
Ohio,1957,9410000
North Dakota,1957,612000
North Carolina,1957,4368000
New York,1957,16374000
New Mexico,1957,847000
New Jersey,1957,5737000
New Hampshire,1957,572000
Nevada,1957,260000
Nebraska,1957,1394000
Montana,1957,667000
Missouri,1957,4189000
Mississippi,1957,2088000
Minnesota,1957,3274000
Michigan,1957,7569000
Massachusetts,1957,4929000
Maryland,1957,2873000
Maine,1957,943000
Louisiana,1957,3115000
Kentucky,1957,2928000
Kansas,1957,2128000
Iowa,1957,2716000
Indiana,1957,4529000
Illinois,1957,9668000
Idaho,1957,642000
Hawaii,1957,584000
Georgia,1957,3766000
Florida,1957,4372000
District of Columbia,1957,763000
Delaware,1957,426000
Connecticut,1957,2359000
Colorado,1957,1664000
California,1957,14264000
Arkansas,1957,1733000
Arizona,1957,1125000
Alabama,1957,3109000
Wyoming,1956,312000
Wisconsin,1956,3742000
West Virginia,1956,1857000
Washington,1956,2668000
Virginia,1956,3722000
Vermont,1956,377000
Utah,1956,809000
Texas,1956,8830000
Tennessee,1956,3415000
South Dakota,1956,670000
South Carolina,1956,2229000
Rhode Island,1956,840000
Pennsylvania,1956,10972000
Oregon,1956,1698000
Oklahoma,1956,2273000
Ohio,1956,9207000
North Dakota,1956,613000
North Carolina,1956,4309000
New York,1956,16112000
New Mexico,1956,806000
New Jersey,1956,5615000
New Hampshire,1956,566000
Nevada,1956,250000
Nebraska,1956,1397000
Montana,1956,656000
Missouri,1956,4163000
Mississippi,1956,2086000
Minnesota,1956,3240000
Michigan,1956,7467000
Massachusetts,1956,4891000
Maryland,1956,2811000
Maine,1956,938000
Louisiana,1956,3032000
Kentucky,1956,2898000
Kansas,1956,2119000
Iowa,1956,2703000
Indiana,1956,4458000
Illinois,1956,9530000
Idaho,1956,628000
Hawaii,1956,559000
Georgia,1956,3701000
Florida,1956,4047000
District of Columbia,1956,759000
Delaware,1956,408000
Connecticut,1956,2316000
Colorado,1956,1625000
California,1956,13713000
Arkansas,1956,1704000
Arizona,1956,1053000
Alabama,1956,3071000
Wyoming,1955,307000
Wisconsin,1955,3679000
West Virginia,1955,1880000
Washington,1955,2604000
Virginia,1955,3588000
Vermont,1955,375000
Utah,1955,783000
Texas,1955,8660000
Tennessee,1955,3415000
South Dakota,1955,663000
South Carolina,1955,2200000
Rhode Island,1955,823000
Pennsylvania,1955,10939000
Oregon,1955,1659000
Oklahoma,1955,2250000
Ohio,1955,9017000
North Dakota,1955,615000
North Carolina,1955,4242000
New York,1955,15966000
New Mexico,1955,785000
New Jersey,1955,5502000
New Hampshire,1955,557000
Nevada,1955,237000
Nebraska,1955,1374000
Montana,1955,636000
Missouri,1955,4134000
Mississippi,1955,2060000
Minnesota,1955,3172000
Michigan,1955,7285000
Massachusetts,1955,4882000
Maryland,1955,2742000
Maine,1955,934000
Louisiana,1955,2946000
Kentucky,1955,2910000
Kansas,1955,2093000
Iowa,1955,2679000
Indiana,1955,4363000
Illinois,1955,9435000
Idaho,1955,618000
Hawaii,1955,539000
Georgia,1955,3636000
Florida,1955,3747000
District of Columbia,1955,785000
Delaware,1955,389000
Connecticut,1955,2300000
Colorado,1955,1546000
California,1955,13133000
Arkansas,1955,1725000
Arizona,1955,987000
Alabama,1955,3050000
Wyoming,1954,293000
Wisconsin,1954,3608000
West Virginia,1954,1905000
Washington,1954,2516000
Virginia,1954,3555000
Vermont,1954,377000
Utah,1954,750000
Texas,1954,8382000
Tennessee,1954,3359000
South Dakota,1954,655000
South Carolina,1954,2176000
Rhode Island,1954,816000
Pennsylvania,1954,10817000
Oregon,1954,1626000
Oklahoma,1954,2209000
Ohio,1954,8873000
North Dakota,1954,611000
North Carolina,1954,4131000
New York,1954,15814000
New Mexico,1954,763000
New Jersey,1954,5360000
New Hampshire,1954,554000
Nevada,1954,213000
Nebraska,1954,1340000
Montana,1954,624000
Missouri,1954,4066000
Mississippi,1954,2064000
Minnesota,1954,3113000
Michigan,1954,7066000
Massachusetts,1954,4910000
Maryland,1954,2685000
Maine,1954,927000
Louisiana,1954,2883000
Kentucky,1954,2902000
Kansas,1954,2042000
Iowa,1954,2626000
Indiana,1954,4264000
Illinois,1954,9252000
Idaho,1954,600000
Hawaii,1954,505000
Georgia,1954,3602000
Florida,1954,3505000
District of Columbia,1954,791000
Delaware,1954,368000
Connecticut,1954,2249000
Colorado,1954,1493000
California,1954,12746000
Arkansas,1954,1734000
Arizona,1954,933000
Alabama,1954,3014000
Wyoming,1953,290000
Wisconsin,1953,3506000
West Virginia,1953,1929000
Washington,1953,2466000
Virginia,1953,3557000
Vermont,1953,379000
Utah,1953,739000
Texas,1953,8336000
Tennessee,1953,3319000
South Dakota,1953,648000
South Carolina,1953,2181000
Rhode Island,1953,815000
Pennsylvania,1953,10662000
Oregon,1953,1601000
Oklahoma,1953,2182000
Ohio,1953,8591000
North Dakota,1953,609000
North Carolina,1953,4120000
New York,1953,15527000
New Mexico,1953,756000
New Jersey,1953,5229000
New Hampshire,1953,547000
Nevada,1953,195000
Nebraska,1953,1318000
Montana,1953,616000
Missouri,1953,4020000
Mississippi,1953,2105000
Minnesota,1953,3050000
Michigan,1953,6822000
Massachusetts,1953,4806000
Maryland,1953,2567000
Maine,1953,913000
Louisiana,1953,2866000
Kentucky,1953,2903000
Kansas,1953,1994000
Iowa,1953,2629000
Indiana,1953,4182000
Illinois,1953,9065000
Idaho,1953,596000
Hawaii,1953,510000
Georgia,1953,3558000
Florida,1953,3310000
District of Columbia,1953,810000
Delaware,1953,351000
Connecticut,1953,2168000
Colorado,1953,1431000
California,1953,12251000
Arkansas,1953,1780000
Arizona,1953,894000
Alabama,1953,3053000
Wyoming,1952,293000
Wisconsin,1952,3469000
West Virginia,1952,1957000
Washington,1952,2448000
Virginia,1952,3504000
Vermont,1952,375000
Utah,1952,724000
Texas,1952,8314000
Tennessee,1952,3352000
South Dakota,1952,651000
South Carolina,1952,2178000
Rhode Island,1952,802000
Pennsylvania,1952,10503000
Oregon,1952,1582000
Oklahoma,1952,2219000
Ohio,1952,8275000
North Dakota,1952,608000
North Carolina,1952,4109000
New York,1952,15192000
New Mexico,1952,735000
New Jersey,1952,5125000
New Hampshire,1952,535000
Nevada,1952,181000
Nebraska,1952,1311000
Montana,1952,602000
Missouri,1952,3972000
Mississippi,1952,2152000
Minnesota,1952,3030000
Michigan,1952,6650000
Massachusetts,1952,4650000
Maryland,1952,2500000
Maine,1952,915000
Louisiana,1952,2842000
Kentucky,1952,2920000
Kansas,1952,1977000
Iowa,1952,2626000
Indiana,1952,4148000
Illinois,1952,8956000
Idaho,1952,587000
Hawaii,1952,517000
Georgia,1952,3584000
Florida,1952,3157000
District of Columbia,1952,805000
Delaware,1952,341000
Connecticut,1952,2081000
Colorado,1952,1365000
California,1952,11635000
Arkansas,1952,1838000
Arizona,1952,842000
Alabama,1952,3068000
Wyoming,1951,291000
Wisconsin,1951,3439000
West Virginia,1951,1984000
Washington,1951,2424000
Virginia,1951,3434000
Vermont,1951,378000
Utah,1951,706000
Texas,1951,8111000
Tennessee,1951,3372000
South Dakota,1951,655000
South Carolina,1951,2167000
Rhode Island,1951,784000
Pennsylvania,1951,10461000
Oregon,1951,1556000
Oklahoma,1951,2210000
Ohio,1951,8061000
North Dakota,1951,604000
North Carolina,1951,4120000
New York,1951,14890000
New Mexico,1951,717000
New Jersey,1951,5006000
New Hampshire,1951,529000
Nevada,1951,168000
Nebraska,1951,1316000
Montana,1951,596000
Missouri,1951,4015000
Mississippi,1951,2163000
Minnesota,1951,3010000
Michigan,1951,6497000
Massachusetts,1951,4654000
Maryland,1951,2441000
Maine,1951,916000
Louisiana,1951,2769000
Kentucky,1951,2941000
Kansas,1951,1950000
Iowa,1951,2617000
Indiana,1951,4096000
Illinois,1951,8790000
Idaho,1951,589000
Hawaii,1951,514000
Georgia,1951,3531000
Florida,1951,2980000
District of Columbia,1951,808000
Delaware,1951,331000
Connecticut,1951,2028000
Colorado,1951,1326000
California,1951,11134000
Arkansas,1951,1901000
Arizona,1951,785000
Alabama,1951,3059000
Wyoming,1950,290000
Wisconsin,1950,3438000
West Virginia,1950,2006000
Washington,1950,2387000
Virginia,1950,3315000
Vermont,1950,379000
Utah,1950,696000
Texas,1950,7776000
Tennessee,1950,3315000
South Dakota,1950,655000
South Carolina,1950,2113000
Rhode Island,1950,786000
Pennsylvania,1950,10507000
Oregon,1950,1532000
Oklahoma,1950,2229000
Ohio,1950,7980000
North Dakota,1950,619000
North Carolina,1950,4068000
New York,1950,14865000
New Mexico,1950,689000
New Jersey,1950,4872000
New Hampshire,1950,532000
Nevada,1950,162000
Nebraska,1950,1327000
Montana,1950,593000
Missouri,1950,3964000
Mississippi,1950,2176000
Minnesota,1950,2997000
Michigan,1950,6407000
Massachusetts,1950,4686000
Maryland,1950,2355000
Maine,1950,917000
Louisiana,1950,2697000
Kentucky,1950,2936000
Kansas,1950,1916000
Iowa,1950,2625000
Indiana,1950,3967000
Illinois,1950,8738000
Idaho,1950,590000
Hawaii,1950,498000
Georgia,1950,3458000
Florida,1950,2810000
District of Columbia,1950,806000
Delaware,1950,321000
Connecticut,1950,2016000
Colorado,1950,1325000
California,1950,10677000
Arkansas,1950,1908000
Arizona,1950,756000
Alabama,1950,3058000
Wyoming,1949,277000
Wisconsin,1949,3391000
West Virginia,1949,1930000
Washington,1949,2294000
Virginia,1949,3292000
Vermont,1949,369000
Utah,1949,671000
Texas,1949,7623000
Tennessee,1949,3236000
South Dakota,1949,631000
South Carolina,1949,2029000
Rhode Island,1949,801000
Pennsylvania,1949,10390000
Oregon,1949,1431000
Oklahoma,1949,2105000
Ohio,1949,7973000
North Dakota,1949,597000
North Carolina,1949,3911000
New York,1949,14892000
New Mexico,1949,644000
New Jersey,1949,4889000
New Hampshire,1949,533000
Nevada,1949,157000
Nebraska,1949,1302000
Montana,1949,569000
Missouri,1949,3882000
Mississippi,1949,2085000
Minnesota,1949,2935000
Michigan,1949,6332000
Massachusetts,1949,4741000
Maryland,1949,2329000
Maine,1949,903000
Louisiana,1949,2634000
Kentucky,1949,2849000
Kansas,1949,1925000
Iowa,1949,2578000
Indiana,1949,3958000
Illinois,1949,8670000
Idaho,1949,570000
Georgia,1949,3325000
Florida,1949,2668000
District of Columbia,1949,807000
Delaware,1949,316000
Connecticut,1949,2032000
Colorado,1949,1295000
California,1949,10337000
Arkansas,1949,1844000
Arizona,1949,714000
Alabama,1949,3000000
Wyoming,1948,269000
Wisconsin,1948,3314000
West Virginia,1948,1899000
Washington,1948,2255000
Virginia,1948,3207000
Vermont,1948,359000
Utah,1948,653000
Texas,1948,7626000
Tennessee,1948,3216000
South Dakota,1948,612000
South Carolina,1948,1996000
Rhode Island,1948,787000
Pennsylvania,1948,10287000
Oregon,1948,1405000
Oklahoma,1948,2089000
Ohio,1948,7876000
North Dakota,1948,580000
North Carolina,1948,3837000
New York,1948,14497000
New Mexico,1948,604000
New Jersey,1948,4774000
New Hampshire,1948,520000
Nevada,1948,156000
Nebraska,1948,1265000
Montana,1948,542000
Missouri,1948,3844000
Mississippi,1948,2076000
Minnesota,1948,2868000
Michigan,1948,6213000
Massachusetts,1948,4674000
Maryland,1948,2271000
Maine,1948,878000
Louisiana,1948,2596000
Kentucky,1948,2817000
Kansas,1948,1892000
Iowa,1948,2543000
Indiana,1948,3877000
Illinois,1948,8552000
Idaho,1948,551000
Georgia,1948,3259000
Florida,1948,2578000
District of Columbia,1948,840000
Delaware,1948,312000
Connecticut,1948,2014000
Colorado,1948,1263000
California,1948,10064000
Arkansas,1948,1825000
Arizona,1948,690000
Alabama,1948,2969000
Wyoming,1947,258000
Wisconsin,1947,3250000
West Virginia,1947,1883000
Washington,1947,2211000
Virginia,1947,3201000
Vermont,1947,354000
Utah,1947,636000
Texas,1947,7388000
Tennessee,1947,3166000
South Dakota,1947,601000
South Carolina,1947,1992000
Rhode Island,1947,776000
Pennsylvania,1947,10196000
Oregon,1947,1361000
Oklahoma,1947,2133000
Ohio,1947,7705000
North Dakota,1947,578000
North Carolina,1947,3769000
New York,1947,13982000
New Mexico,1947,582000
New Jersey,1947,4618000
New Hampshire,1947,507000
Nevada,1947,149000
Nebraska,1947,1265000
Montana,1947,531000
Missouri,1947,3845000
Mississippi,1947,2107000
Minnesota,1947,2796000
Michigan,1947,6076000
Massachusetts,1947,4580000
Maryland,1947,2248000
Maine,1947,854000
Louisiana,1947,2579000
Kentucky,1947,2803000
Kansas,1947,1853000
Iowa,1947,2509000
Indiana,1947,3779000
Illinois,1947,8341000
Idaho,1947,522000
Georgia,1947,3272000
Florida,1947,2528000
District of Columbia,1947,888000
Delaware,1947,305000
Connecticut,1947,1967000
Colorado,1947,1237000
California,1947,9832000
Arkansas,1947,1836000
Arizona,1947,653000
Alabama,1947,2942000
Wyoming,1946,254000
Wisconsin,1946,3167000
West Virginia,1946,1826000
Washington,1946,2288000
Virginia,1946,3212000
Vermont,1946,342000
Utah,1946,638000
Texas,1946,7197000
Tennessee,1946,3074000
South Dakota,1946,588000
South Carolina,1946,1936000
Rhode Island,1946,770000
Pennsylvania,1946,9866000
Oregon,1946,1338000
Oklahoma,1946,2128000
Ohio,1946,7512000
North Dakota,1946,570000
North Carolina,1946,3706000
New York,1946,13398000
New Mexico,1946,561000
New Jersey,1946,4492000
New Hampshire,1946,494000
Nevada,1946,143000
Nebraska,1946,1256000
Montana,1946,514000
Missouri,1946,3746000
Mississippi,1946,2064000
Minnesota,1946,2734000
Michigan,1946,5874000
Massachusetts,1946,4494000
Maryland,1946,2214000
Maine,1946,832000
Louisiana,1946,2556000
Kentucky,1946,2761000
Kansas,1946,1805000
Iowa,1946,2467000
Indiana,1946,3702000
Illinois,1946,8155000
Idaho,1946,509000
Georgia,1946,3242000
Florida,1946,2440000
District of Columbia,1946,899000
Delaware,1946,299000
Connecticut,1946,1906000
Colorado,1946,1203000
California,1946,9559000
Arkansas,1946,1797000
Arizona,1946,616000
Alabama,1946,2911000
Wyoming,1945,239000
Wisconsin,1945,2961000
West Virginia,1945,1708000
Washington,1945,2206000
Virginia,1945,3193000
Vermont,1945,315000
Utah,1945,591000
Texas,1945,6826000
Tennessee,1945,2878000
South Dakota,1945,579000
South Carolina,1945,1934000
Rhode Island,1945,776000
Pennsylvania,1945,9143000
Oregon,1945,1250000
Oklahoma,1945,2028000
Ohio,1945,6916000
North Dakota,1945,546000
North Carolina,1945,3533000
New York,1945,12495000
New Mexico,1945,537000
New Jersey,1945,4108000
New Hampshire,1945,459000
Nevada,1945,149000
Nebraska,1945,1211000
Montana,1945,477000
Missouri,1945,3516000
Mississippi,1945,2090000
Minnesota,1945,2537000
Michigan,1945,5475000
Massachusetts,1945,4201000
Maryland,1945,2096000
Maine,1945,800000
Louisiana,1945,2429000
Kentucky,1945,2597000
Kansas,1945,1731000
Iowa,1945,2308000
Indiana,1945,3427000
Illinois,1945,7601000
Idaho,1945,507000
Georgia,1945,3119000
Florida,1945,2465000
District of Columbia,1945,876000
Delaware,1945,286000
Connecticut,1945,1769000
Colorado,1945,1116000
California,1945,9344000
Arkansas,1945,1762000
Arizona,1945,594000
Alabama,1945,2775000
Wyoming,1944,242000
Wisconsin,1944,2980000
West Virginia,1944,1706000
Washington,1944,2092000
Virginia,1944,3248000
Vermont,1944,314000
Utah,1944,605000
Texas,1944,6876000
Tennessee,1944,2868000
South Dakota,1944,565000
South Carolina,1944,1943000
Rhode Island,1944,795000
Pennsylvania,1944,9214000
Oregon,1944,1233000
Oklahoma,1944,2043000
Ohio,1944,6918000
North Dakota,1944,534000
North Carolina,1944,3560000
New York,1944,12628000
New Mexico,1944,527000
New Jersey,1944,4158000
New Hampshire,1944,456000
Nevada,1944,153000
Nebraska,1944,1216000
Montana,1944,469000
Missouri,1944,3560000
Mississippi,1944,2167000
Minnesota,1944,2526000
Michigan,1944,5467000
Massachusetts,1944,4192000
Maryland,1944,2118000
Maine,1944,801000
Louisiana,1944,2508000
Kentucky,1944,2631000
Kansas,1944,1779000
Iowa,1944,2301000
Indiana,1944,3440000
Illinois,1944,7719000
Idaho,1944,529000
Georgia,1944,3176000
Florida,1944,2420000
District of Columbia,1944,881000
Delaware,1944,285000
Connecticut,1944,1778000
Colorado,1944,1137000
California,1944,8945000
Arkansas,1944,1768000
Arizona,1944,610000
Alabama,1944,2802000
Wyoming,1943,247000
Wisconsin,1943,3014000
West Virginia,1943,1741000
Washington,1943,2027000
Virginia,1943,3130000
Vermont,1943,327000
Utah,1943,631000
Texas,1943,7012000
Tennessee,1943,2972000
South Dakota,1943,587000
South Carolina,1943,1967000
Rhode Island,1943,760000
Pennsylvania,1943,9444000
Oregon,1943,1221000
Oklahoma,1943,2205000
Ohio,1943,6868000
North Dakota,1943,546000
North Carolina,1943,3654000
New York,1943,12807000
New Mexico,1943,534000
New Jersey,1943,4226000
New Hampshire,1943,462000
Nevada,1943,151000
Nebraska,1943,1241000
Montana,1943,485000
Missouri,1943,3705000
Mississippi,1943,2280000
Minnesota,1943,2577000
Michigan,1943,5405000
Massachusetts,1943,4257000
Maryland,1943,2089000
Maine,1943,806000
Louisiana,1943,2565000
Kentucky,1943,2693000
Kansas,1943,1796000
Iowa,1943,2334000
Indiana,1943,3449000
Illinois,1943,7761000
Idaho,1943,500000
Georgia,1943,3245000
Florida,1943,2451000
District of Columbia,1943,900000
Delaware,1943,282000
Connecticut,1943,1792000
Colorado,1943,1153000
California,1943,8506000
Arkansas,1943,1843000
Arizona,1943,692000
Alabama,1943,2902000
Wyoming,1942,251000
Wisconsin,1942,3053000
West Virginia,1942,1831000
Washington,1942,1901000
Virginia,1942,3038000
Vermont,1942,343000
Utah,1942,575000
Texas,1942,6711000
Tennessee,1942,2939000
South Dakota,1942,589000
South Carolina,1942,2007000
Rhode Island,1942,748000
Pennsylvania,1942,9704000
Oregon,1942,1107000
Oklahoma,1942,2215000
Ohio,1942,6969000
North Dakota,1942,583000
North Carolina,1942,3569000
New York,1942,13002000
New Mexico,1942,502000
New Jersey,1942,4297000
New Hampshire,1942,481000
Nevada,1942,137000
Nebraska,1942,1239000
Montana,1942,518000
Missouri,1942,3829000
Mississippi,1942,2210000
Minnesota,1942,2662000
Michigan,1942,5549000
Massachusetts,1942,4370000
Maryland,1942,1998000
Maine,1942,839000
Louisiana,1942,2546000
Kentucky,1942,2797000
Kansas,1942,1760000
Iowa,1942,2439000
Indiana,1942,3507000
Illinois,1942,8057000
Idaho,1942,478000
Georgia,1942,3209000
Florida,1942,2151000
District of Columbia,1942,851000
Delaware,1942,279000
Connecticut,1942,1792000
Colorado,1942,1113000
California,1942,7735000
Arkansas,1942,1977000
Arizona,1942,524000
Alabama,1942,2941000
Wyoming,1941,247000
Wisconsin,1941,3140000
West Virginia,1941,1885000
Washington,1941,1789000
Virginia,1941,2855000
Vermont,1941,348000
Utah,1941,551000
Texas,1941,6585000
Tennessee,1941,2973000
South Dakota,1941,613000
South Carolina,1941,1962000
Rhode Island,1941,731000
Pennsylvania,1941,9911000
Oregon,1941,1071000
Oklahoma,1941,2262000
Ohio,1941,6958000
North Dakota,1941,615000
North Carolina,1941,3589000
New York,1941,13267000
New Mexico,1941,506000
New Jersey,1941,4254000
New Hampshire,1941,490000
Nevada,1941,120000
Nebraska,1941,1272000
Montana,1941,543000
Missouri,1941,3811000
Mississippi,1941,2184000
Minnesota,1941,2718000
Michigan,1941,5472000
Massachusetts,1941,4389000
Maryland,1941,1913000
Maine,1941,852000
Louisiana,1941,2484000
Kentucky,1941,2824000
Kansas,1941,1765000
Iowa,1941,2491000
Indiana,1941,3483000
Illinois,1941,7995000
Idaho,1941,501000
Georgia,1941,3179000
Florida,1941,2017000
District of Columbia,1941,764000
Delaware,1941,275000
Connecticut,1941,1746000
Colorado,1941,1124000
California,1941,7237000
Arkansas,1941,1969000
Arizona,1941,490000
Alabama,1941,2902000
Wyoming,1940,250000
Wisconsin,1940,3143000
West Virginia,1940,1907000
Washington,1940,1740000
Virginia,1940,2720000
Vermont,1940,363000
Utah,1940,552000
Texas,1940,6425000
Tennessee,1940,2935000
South Dakota,1940,641000
South Carolina,1940,1902000
Rhode Island,1940,719000
Pennsylvania,1940,9896000
Oregon,1940,1086000
Oklahoma,1940,2325000
Ohio,1940,6929000
North Dakota,1940,640000
North Carolina,1940,3574000
New York,1940,13456000
New Mexico,1940,531000
New Jersey,1940,4175000
New Hampshire,1940,492000
Nevada,1940,113000
Nebraska,1940,1316000
Montana,1940,558000
Missouri,1940,3786000
Mississippi,1940,2176000
Minnesota,1940,2790000
