bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,classification,observed,solar_kp_index,solar_ap_index
26646,2006-11-15,Report 26646: Daylight sighting by mother and daughter at the Illinois River outside Cave Junction,OR,Oregon,42.16024,-123.6216,9r2pf,9r2pfg,9r2pfgj,9r2pfgj3py,2006-11-15,2006,11,15,Winter,Class A,"I had lived in Indiana for a few years and had returned to Oregon in 2005. I was so excited to be back home; even the air smells sweeter when I got back. I would get in my car and just drive sometimes. One day, winter of 2006, my daughter and I drove up to the Oregon Caves and then meandered back towards Redwood Highway. I decided to stop at a park on the outskirts of Cave Junction to smoke and stretch my legs. It was winter and nobody else was in the park, very quiet and cold. We walked down to the river, randomly talking about how pretty it was. Out of the corner of my right eye I saw someone walking in the river. My first thought was of concern because it was so cold and I could not imagine anyone being in the river except if there were an emergency. I turned my head and all I remember seeing was a very large dark person (It walked like a human). I don't remember much after that except sheer panic. My hair was standing on end and I yelled at my daughter to ""RUN""!!! I didn't even look back to make sure my daughter was behind me, I figured I could hear her footsteps and that was good enough. All I could think about was whatever that thing was, it wouldn't take long for it to catch up to us before we made it to the car. Once we were in the car I don't even recall how fast we got back to the highway. I stopped in a parking lot once we were in Cave Junction and tried to calm down. We hadn't even spoken to each other until then. My daughter finally asked me, ""Mom, what was that?"" I told her that I had no idea, maybe it was a bear. Her reply was that it didn't look or walk like a bear and it was too big to be a bear. I agreed with her but I didn't have any other answer at that time. I honestly cannot recall a time when I have been that panicked especially considering that there really was no reason to panic. This thing was far enough down river that I could not make out details of its face and it was just ""strolling"" through the water. It was not making threatening movements at all. I had pretty much convinced myself it had to have been a bear and forgot about the incident until recently when I saw a bear while hiking. I have seen bears in the past but this bear was quite close and it didn't really bother me. I just turned around and walked back the way I came in. It occurred to me as odd that being alone, seeing a bear ahead of me (with my car quite far away) I felt no panic and very little fear. I couldn't understand my fear of whatever was walking in the river. It was much farther away than this bear had been, my car was much closer and I was not alone...I was in a public park not far at all from Cave Junction, I mean it really bothered me.",2.333,9
26671,2009-09-22,Report 26671: Two brothers witness an upright creature while at a cabin near Red Feather,CO,Colorado,40.84707,-105.6385,9xkbk,9xkbk5,9xkbk5u,9xkbk5urkt,2009-09-22,2009,9,22,Fall,Class A,"My name is John, I visited my brother Howard in Boulder Co.Sept. 19 thru Sept 26 He has a cabin at Crystal Lakes , Co. near Red Feather Co. Elevation is above 8500 ft.We were at his cabin on Sunday but could not trout fish because of the snow for 2 1/2 days.Tues morning at about 7:30 I was standing at the front door of the cabin when I could see something black and walking upright heading for the aspen trees .I believe it was startled by a pickup truck comeing down this small dirt road. I ask my brother to look at this with the field glasses and I then look at it for several minutes as well as my brother.It looked to be about 7 to 8 ft tall and I estimated about 350 to 400 lbs. We went with a yard stick which is all we had to try and at least measure the foot print. It measured 17 inches long and 6 1/2 inches wide. We were going to track it for a while but the snow covered the tracks pretty good",0.0,0
26694,2009-09-24,Report 26694: Possible nighttime encounter while camping near Potosi,MO,Missouri,37.66643,-90.86792,9yxqk,9yxqk0,9yxqk0z,9yxqk0zyzg,2009-09-24,2009,9,24,Fall,Class B,"Went for a weekend hiking and camping trip with 4 family members.  We hiked about a mile and a half down an established trail before making a turn into the brush to find our camping spot just after sunset on the first night.  we probably hiked about 400 yards into the brush before setting up camp and turning in for the night as it began to rain.  I was woken up about 4:30am by a very strong odor that smelled just like a skunk, so much so that I assumed a skunk had made it into our camp and I zipped up the shell on my sleeping bag to avoid being sprayed.  The odor went away so I relaxed a bit more and tried to get back to sleep when I smelled it again only this time I had an overwhelming feeling I was being watched from directly behind me.  I rolled over to look and was able to make out a sillouette of a very broad shouldered shadow and head between two trees about 7 yards from where I was laying.  I immediately turned around and waited for daybreak, still unsure if I had seen anything or just imagined it I sat waiting and listening for anything aggressive in nature and it didn't happen so I chaulked it up to an overactive imagination but was still uneasy about staying in this location.  I said nothing to my family but I was determined to not let the camp fire die out on the second night.  The second night came and it rained again, we could hear the sound of what I would describe as a very loud owl.  We turned in for the night and all my family fast asleep let the fire get to the verge of dying, easily helped by the falling rain.  Sounds were all around the campsite but not really unexpected in a dry rotting forrest during some steady rains.  I got up to tend the fire and as the firelight grew it seemed the forrest sounds intensified, again probably just nerves.  I'm not an avid outdoorsman but I love the minor amount of time I do get to spend in the wilds.  It was about 3:30am at this time and one of my family members woke up and helped me with the fire, sensing my uneasyness he suggested I use his hammock to get some rest and he would watch the fire.  I got a couple hours sleep and woke up around 5:30am still before daybreak and my family member proceeded to tell me that about 15 minutes prior he heard a very loud crash in the forest and then another less intense crash directly behind the hammock where I was then sleeping.  It had alarmed him enough that he had his handgun out and ready but he said he didn't see anything and I still didn't say a word about what I thought I may have seen the night prior.  I actually did not tell anyone until we were on our way home and I told my brother about what I thought I saw, mostly out of fear of ridicule.  It wasn't until we got home and I started doing some research that I became more convinced of what I think I saw on the first night and what I smelled.  During our time at this campsite the rain stopped during the day and we were able to hike around the area probably covering almost 2 miles and one of things that struck us was the complete lack of any wildlife.  We saw a woodpecker and heard the sounds of birds chirping on the first morning, but that was it, nothing not a single rabbit, squirrel, dear, bird or anything other than that woodpecker and a few fish in a nearby creek were seen in the area.  We did come across some animal droppings that looked almost like rabbit droppings only smoother.  We only stayed two nights even though we had planned on 4 nights total, fearing more rain we left early.",1.0,4
26709,2001-09-30,Report 26709: Young man recalls encounter behind his house and close to the Meander Creek Reservoir,OH,Ohio,41.09087,-80.77592,dpq9c,dpq9cb,dpq9cbk,dpq9cbkg8t,2001-09-30,2001,9,30,Fall,Class A,"8 years ago my friend and I were bored one fall day and decided to hike through the forrest behind my house.  The forrest was very deep but also very easy to see through because there was very little brush.  Its the type of forrest with no trails, just tree after tree for miles.  It was late in the day, early evening.  The sun was going down and sending beams of late through the tree tops.  It must of rained the day before because it was very wet.  We wore our boots to keep our feet dry. With the musty smell of wet leaves and mud we walked deeper and deeper into the forrest.  All of a sudden we saw some type of wooden scraps laying on the ground.  With us pondering we saw what seemed to be cat eyes staring right back at us.  We believed it was a cat or raccoon or something.  While staring we heard a crackling noise of sticks being snapped.  When we looked behind us to see what it was we were shocked.  A furry creature between 7 to 8 feet tall was standing upright like a man staring right at us.  We freaked and began to run back towards my house.  As we were running I kept glancing back and the figure was keeping up with us.  As we got to the end of the woods my friend stepped on an apple thorn which went through his boot and into his foot.  He fell to his knees but with our addenaline pumping and fear of the creature we continued back to my house.  This took place 8 years ago but I still remember it like it was yesterday.  I stopped telling the story to people cause no one believes it.  Only me and my friend know it to be true from witnessing the creature with our own eyes.  We still talk about it from time to time but after meeting a believer a few days back I was influenced to share my story.",6.0,80
26711,2009-10-01,Report 26711: Couple witness a possible juvenile running on all fours in Smithville,OK,Oklahoma,34.49108,-94.49968,9yhu1,9yhu1w,9yhu1wg,9yhu1wgmjg,2009-10-01,2009,10,1,Fall,Class B,"We were on our way to a rental cabin (Cloud 9 cabins), in Smithville Oklahoma on Oct 1, 2009 on Beechton Road (dirt road) at about 4:30pm. The weather conditions were overcast, temp around 60, no rain, daylight, we were driving about 30 mph. No cars, houses, people for miles around. As we were heading to the west from Mena, Ak about a 1 ½ miles or so from the turnoff to the cabins, my wife Debbie smelled something sweet but dead smelling at the same time. About a minute after that, we went around a turn in the road, and saw an animal move across the road from the left to the right, into the brush and trees.  This animal moved in a very fluid motion on all fours. It was dark grey or black, short hair, about 36” long and about 24” high. It had no tail, no collar on its neck. The head was completely round about the size of a large grapefruit. There were also no ears or snout visible. It ran by moving its legs back and forth, not together as in how a cat would run fast. We could not identify it. We thought we might have seen a baby Sasquatch, going to its mother in the woods. We felt the mother might have crossed first, before we came to the curve. We do know what it was not. It was not a dog, cat, bear, bobcat, skunk, wolverine, rat, rabbit, skunk, or anything else that we have ever seen, and we do spend a lot of time in the woods, hunting and camping. The total time we saw the animal was about 3 seconds, and we stopped to look were it had entered into the woods, but saw nothing. What was more striking in my mind was, if it were to stand up. It would have looked like a small dark person. (keep in mind we didn’t see the face) We still think to this day that is/was a baby Sasquatch. When we got back home in Missouri, we looked on the internet for baby gorillas, to compare what they looked like to this animal, and there was a close match.",0.333,2
26718,2009-10-05,Report 26718: Late night road crossing sighting by hunters near the eastern boundary of Mt. Hood National Forest,OR,Oregon,45.8417,-121.7084,c21ky,c21ky3,c21ky3n,c21ky3nxk8,2009-10-05,2009,10,5,Fall,Class A,"in october of 2008 i was hunting in the white river unit. after being camped for three days i was sitting at the camp fire with my father at around 1:00am when we heard this sound like we have never heard in our life of being in the woods, it sounded almost exactly like one of your recordings except a little bit higher pitched. we heard this sound about every three to thirty minutes until we decided it was getting a little to close for our comfort and went to the dalles for breakfast at about 2:30 am. we came back the next morning and finished out the hunting season without anymore odd noises. so needless to say we drew the same tag this season. so three days into the hunt being October 5th 2009 me and my best friend decided to go hunt a canyon that was across road 4430 from our camp at around 8:30am. As we were driving about 60 yards down the road, we see a black creature that i would say to be around seven feet tall come running up the the steep bank and across the road at an unhuman speed. about 10-15 feet behind it another creature of the same size and color came running across at an ever faster speed. Needless to say i gunned it to try to get closer to get a better look at what i had just seen. within about 10mseconds they were long gone into the manzanita bushes. i got out of the truck and was listening and could hear nothing at all. with the hair on my neck standing up and goose bumps me and my friend went back to camp and started telling my father what had just happened. He found it comical and thought that we were trying to mess with him until that night when my friend was almost in tears begging to leave the woods. we ended up packing up camp and going home at 10:30pm. so last night me and my father started looking up info. and sightings on bigfoot in the area. After reading all of this we started putting things together, and decided to go back today and look for clues. the first thing that really caught out eyes was reading of their stench. less than 500 yards from whare i saw the creatures cross the street were were cutting wood the day before and noticed a rotten small that we had smelled about 5 years before when camped by there. so we decided to go look for tracks and to see what was making the bad smell. so when we go there we decided to go look for the smell first. Its strongest point ended up being down this grown over cat road about 400 yards. we could find nothing that would be causing the smell but the one thing that really gave my goose bumps was there was small trees about three inches in diameter snapped about two feet up laying across the road where the smell was the most potient.(I read the night before to watch for small broken trees. after not finding anything that could be causing this smell we decided to go look for tracks where they crossed the street. after looking for about twenty minutes we found what look like a long and wide print that had no distinguishable toes or tread. about 15ft from the print we found some feces that were what i thought to be a bear but my dad said noway so needless to say i now have a bag of s*&t that i have no idea what it came from. now to describe the figures we say run across the road. they ran completely upright and at speeds of a deer. i could not really see its face. it had longer arms that than a human and ran straight armed. and last it was solid black",0.667,3
26759,2008-11-19,"Report 26759: Two hunters describe vocalizations, stalking, rock-throwing, near Elbe",WA,Washington,46.81398,-122.0571,c234q,c234qd,c234qd0,c234qd0xpq,2008-11-19,2008,11,19,Fall,Class B,"My friend and I were hunting East of Elbe, WA in Nov 2008. We had just pulled up at our spot and were unoading our gear when we immediatly started hearing a strange sound coming from the treeline behind us. It was a whooping, tongue clicking type of sound and it was really creepy. Reminded me of the ape cage at the zoo except for the weird sound at the end. We started making similar sounds back at it and it started answering us. Then, we heard it walking north in the treeline while continuing to make the sound.  We grabbed our guns and jumped back into the truck. It made it's way around to the other side of where we were but never stepped out into the open. After a few minutes, we heard and felt a thud on the road about 20 feet from our truck. We locked and loaded our guns and went to check it out. There was a small boulder in the middle of the road that was not there a few minutes before. I could tell it had been thrown there due to the fresh indents in the ground and marks on it. We scanned the area and the sounds started again, this time from the treeline on our right. The fog was lifting and we walked towards the area the sounds were coming from. All of a sudden, we heard something very big moving through the forest away from us. It was breaking tree branches and we could hear it walking through the underbrush. We headed back to the truck and got in to talk about what had just happened. We were both freaked out and our adrenaline was really pumping. We stayed in the truck for a while until the sun came up shortly afterward and started burning off the fog. We briefly looked around the area but didn't find any sign. We both knew it had to be a sasquatch and decided to leave the area and hunt somewhere else. After reading reports on this website, the sounds we heard were similiar to sounds heard by other witnesses so I'm 99.9% positive it was a sasquatch.",1.0,4
26767,2009-10-04,Report 26767: Camper sees large bipedal creature leave her camp heading to the river.,OK,Oklahoma,34.21174,-96.63857,9y568,9y568u,9y568uj,9y568ujcy4,2009-10-04,2009,10,4,Fall,Class A,"Several of us old hippies meet once a year in October at Tishomingo, Ok to camp and enjoy each other.  This October (the first week-end) we met as usual at the Tishomingo state park.  There were 15 of us at the campsite on Saturday night.  It was around 9:30 pm when I was leaving the burning embers and people behind me to walk to my tent alone.  When I got about halfway to the tent, someone ran across in front of me in front (close to) the tent.  I knew all of the campers were at the site and most of them cannot run.  I don't drink or do drugs and so I stopped for a moment and thought about who it could have been.  My tent was facing the Blue River.  I stopped, turned around and decided to try to get back to all of the people.  When I reached them, I asked for someone to walk me back to the tent with a flashlight.  Two of my friends, males, made fun of the sighting I informed them about and told me it was probably a deer.  Deer run on four legs!  Then they told me it was probably one of the brown bears.  Brown bears can't run with the stride of a man and they aren't that tall (around 6' or more).  I got in my tent and loaded my gun and slept with it under my pillow (my hands making sure the steel was touching the gun all night long).  I had two small dogs with me that I felt would alert me to any other encounters with something outside of the tent.  I know I saw  the stride of a man as he ran from West to East.  There is a large light towards the South end of the camping area that allowed me to see the creature.  I am positive everyone was at the campsite when the ""Thing"" was seen running.  When I told my girlfriend in Florida about the sighting she said I ought to tell someone and therefore I am telling you (whoever you are.",1.0,4
26790,1984-08-15,Report 26790: Fisherman has night time sighting along dirt road east of Scranton Lake.,KS,Kansas,38.76635,-95.70296,9yguw,9yguw1,9yguw1p,9yguw1pnr7,1984-08-15,1984,8,15,Summer,Class B,"While driving down a dirt road which ran alongside a small lake looking for a place to fish I saw something standing in the grass beside a small tree. I stopped my car to get a good look. It appeared to have the shape and look of a person but very tall,muscular and covered in what looked to be brown fur,simular to the color of the fur of a deer. I believe it must have been 7-8 feet tall. It didn't move but just stood looking at me . I got spooked when the friend in the back seat said he seen it move and I took off in a hurry. I went back to the spot of the sighting in the daytime a couple days later but didn't find tracks or anything else.",4.0,27
26822,2009-10-07,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,GA,Georgia,30.83105,-82.6386,djmpr,djmprs,djmprs8,djmprs87vh,2009-10-07,2009,10,7,Fall,Class A,"On October 7, 2009 at about 11:30 pm , my wife and I were returning to Weeki Wachee , Florida from a trip to North Carolina .  We were driving south on US 441 in an unpopulated area at about 65mph. We were about halfway between Homerville and Fargo  which is slightly west of the Okefenokee Swamp . It was very dark with very scant traffic and we were the only car in sight. There were no other lights visible anywhere and no houses or businesses anywhere around.  My wife had turned on the map light because we were getting low on gas and we needed to check the distance to the nearest probable area for gas. She was looking down at the map and didn't see it,  but she  sure smelled it.  Years before , we had been camping in the Okefenokee Swamp and were aware of the wildlife diversity. I have hunting , camping , and Brazilian jungle experience and I am not easily frightened, but this shook me up.   It was an instinctive reaction similar to when you have a surprise encounter with a poisonous snake. I saw a very dark brown/black constant colored tall humanoid figure standing on the left shoulder of the road , quarter facing toward the road and toward the direction of our travel. The figure was standing still,  very vertically erect with both arms loosely down at its sides. I couldn't see any facial features or individual features of hands or feet. I estimate it to be about 7 ft. tall and weigh between 200 and 300 pounds. It was lanky rather than stocky and was not crouching forward , but was standing very vertical. The smell coming into the car vent was very powerfull and was a combination of sewerlike and a strong musky animal odor. There was a small animal roadkill a few yards down the highway that was fresh , so that wouldn't account for the fowl odor. We conjectured that the creature had smelled the roadkill and came out of the woods to investigate. The hair on the head was long and stringy, but the rest of the body hair seemed only two or three inches long and layed down rather than sticking out in a fuzzy fashion. The thing that struck me was that I couldn't see any facial features or varied colors around the hand areas. We thought about turning around to re- investigate,  but in the middle of the night , I frankly didn't think it was prudent.  We proceeded to the next major intersection to buy gas, and I asked the station employees if anyone else had mentioned something unusual or if there were any kind of unusual wildlife sightings in the area. They answered ""no"".  That was the end of our incident. All but one of the sketches I have ever seen of creatures anything like this , showed a more stocky crouching ape-like creature. What I saw was a tall, lanky , humanoid  creature that looked almost ""helmeted"" because of the way the head hair fell straight down similar to a woman with long straight hair. I could see no neck . I don't know what I saw but I will never stop my car at night anywhere that area.",1.0,4
26823,2009-10-18,Report 26823: Daylight sighting by hunter and son in Richloam Wildlife Management Area,FL,Florida,28.44926,-81.95577,djj9z,djj9z5,djj9z51,djj9z518un,2009-10-18,2009,10,18,Spring,Class A,"Me and my 17 year old son were hunting at richloam wildlife management area. we had been walking through  the swamps all morning and on various occasions there was a really fowl smell that would come and go. At that time I just figured it was the swamp. When we got out of the swamp we were thirsty so we decided to run to the store since we had some time before we went to where we were going to hunt the afternoon. While driving out to the store we came around a curve in the road there was something really big that stepped half way behind a scrub oak alongside the road. I was only going about 20 MPH and as we went by we got a good view of what it was or at least what it looked like, as I hit the brakes while I was watching the thing in disbelief. I was going to ignore what I saw but my son started asking me what that was and he started discribing it and he had seen the same thing I had seen, so I couldn't ignore it. It was about 7 1/2 ft. to 8 ft.tall, about 3 1/2 ft. to 4 ft. across the shoulders, covered with dark brown hair with a redish tint standing on two legs. it looked to be fairly muscular. the face which was covered with short hair. we were able to see its eyes which were dark. the nose was flat and wide, and the mouth was wide but in  proportion to its head.",0.0,0
26829,2006-06-06,Report 26829: Camper (active duty Marine from Cmp. Lejune) shoots at possible sasquatch and later hears moaning screams,TN,Tennessee,36.39403,-84.85902,dn7xh,dn7xhc,dn7xhcr,dn7xhcrd9d,2006-06-06,2006,6,6,Summer,Class B,"myself along with my two best friends went down to see some family in tennessee during the summer for a few days. while down there we usually take some time to do some small game hunting. on our second to last day there we went back for about a mile or two to try and find the property line since the man who owned the land was in poor health and couldnt do it himself. he hadnt been able to go back that far since about 15 years do to his condition. we noticed the deeper we went into the woods we saw no animals and that was interesting to us. later that night we were at a small pond with a bonfire when one of my friends decided he needed to go back to the house. we had heard something pacing back and forth on a hill behind us, but we figured it was probably just a coyote or fox so we didnt pay it too much attention. he had a remington 870 shotgun with 6 shells of buck shot loaded anyways for the half mile walk back to the house by himself, on the front of which he had mounted a flashlight. about two minuites after he left we heard him fire all six shots in rapid succession. once we got to him he was scared stiff. all he could say was that something was staring down at him and show us how far apart its eyes were. we didnt stick around long thinking that he may have just injured a bear so we ran back to the house. once we got there he told us that he turned a corner to see the eyes staring down at him just off the path.. he yeld at the animal twice and it didnt move, so he shot. the animal was about 10 feet away and still managed to run off. well he went to sleep in the house and his brother and i went to go bed down outside in the barn loft. i had just laid down in my sleeping bag when i heard the most terrifying scream i have ever heard to this day. this animal screamed for a solid 20 to 30 seconds on one breath. i could tell that it was coming from the area we had just been however it was so loud even still i get chills thinking about it. it only let out one scream and then stopped. but as soon as it did, the entire forest fell silent. the only sound heard was the horse that had been spooked running around its stable. i didnt get much sleep that night. the next morning we had to leave so we didnt have much time to investigate the spot in the daylight. however we did confirm the spot where he saw the animal with a steep incline about 15 feet off the trail. i found no shot impacts from the shotgun even searching the ground leading us all to believe that the animal had been shot. since it had rained the night before the ground was still wet and i couldnt find but maybe one spot of blood. we tried to track it but we didnt have time and the woods were so thick that it was difficult to find any prints. there was only one deep indent which may have been a print but we couldnt tell. all i know is that the animal was big and still ran off after being hit 6 times with buckshot from 10 feet away and still had enough air in its lungs to scream as loud as it did for that long. i know a lot about animals and the only thing that i know of that could be that big would be a bear, but even a healthy uninjured bear doesnt make the sound this animal did. so i dont know what it was for sure but the only thing that makes since is bigfoot.",3.333,18
26830,2009-10-31,Report 26830: Group finds possible Bigfoot track in Wayne National Forest - w/photos of track and cast,OH,Ohio,39.42635,-81.37085,dpn0k,dpn0k3,dpn0k37,dpn0k37e1u,2009-10-31,2009,10,31,Fall,Class B,"After getting online to your site we decided to go to a known sighting area as an afternoon excursion since the day was nice.  After walking up several steep inclines and falling often we came up to another ridge that was very difficult to climb for us. We spotted a foot print actually my boyfriend did. I knew he had found something when he called for me to come quick and climb up the last area. I climbed up and there it was a foot print.  I did not really believe in Bigfoot but now we are having second thoughts. Mind you we drove two hours one way, and walked for at least hour up hill off the trails.  We even went back the next day which was today 11/1/09 and made a cast of the print. Of course it was not as deep as yesterday but we still took the print and have pictures from yesterday on the cell phone.",1.333,5
26850,1993-09-30,Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River,CA,California,39.705,-121.18,9r1cf,9r1cfk,9r1cfkp,9r1cfkp6mk,1993-09-30,1993,9,30,Fall,Class A,"The whole story begins several years ago, 1993 to be exact. At the time I worked for the US Forest Service, Plumas National Forest. At that time it was called the La Porte Ranger Dist. Long before this as a young youth my father had taught me to hunt, fish and trap. I made my spending cash in junior high and high school by trapping and like most young men thought I was Mr. Outdoors. I was in reality, a very good outdoorsman with several mountain lion sightings in my hunting and working career (16). Many were at very close range, within a few yards - much too close, but onto my only bigfoot sighting. It was late September and after working as a firefighter for years, I had moved to Silviculture where I had been working for about 5 years. My tasks included overseeing contracts for reforestation of clear cuts including the marking and measuring of unit, overseeing contracts to clear the brush, plant, brush suppression and thinning of units, testing tree planting and counting trees per acre as well as identifying tree species. I had two jobs slated for the day. The first was to meet a contractor and show him his work site and then I was to proceed to far end of Watson Ridge which drops off into the Middle Fork of the Feather River in Northern CA out of Oroville. This is a very remote area designated a wild and scenic waterway. The site I was heading for was a set of three small clear cuts setting within a few hundreds of yards from each other. We referred to them as the Mountain Lion clearcuts because a lion lived in the area and between 4 of us, it had been seen 5 times in 3 months. The clearcut I was going to was the northern most which was about 12 acres. It was basically a square shaped clearcut that sloped gently up a hill. In the lower NW corner was a patch of forest that was not cut about 20 feet circumference and located just a few yards into the clearcut from where you would park. I arrived at the site at about 11:20 and decided to eat lunch before I got started and though I would get into the uncut area while I ate to see if the lion would come by. I ate lunch and took and additional 30 minute break being very still and quiet to look for the lion. He never showed and I had work to do. This day I was counting the number of trees in the clearcut that had been planted in spring. Doing this meant that I would start by placing a spike through the open end of a tape measure so I could pull out the tape and measuring 10 feet. Then I would start moving one direction and count every tree that fell into the 20 ft circumference. Each one of these was called a plot. In every third plot I also identified the types of trees. Then taking a compass, I would walk approx 120 yds and start the next plot repeating the process. I had left the brush and completed two plots and started walking to the third plot when I heard loud noise ahead of me at the edge of the clearcut. The noise was so loud that I assumed it was a cow and I did not even look up. After a few more steps, more noise and this time I instinctively did look up to see a large creature walking up the edge of the brush line about three feet out of  the clearcut. It was about 110 yards away. The creature was walking North away from me at a 90 degree angle on two feet. I stood very straight up and down while walking. It only walked a few feet and then stopped, leaned over slightly and rested its forearms on a tan oak that was bent and facing horizontally in the air about 4 1/2 ft high. At this time, it was no further than 125 yards away. It remained there for about  45 seconds with its head turned over its left shoulder looking at me, It’s head or chin did not set or rest on its shoulder as it did not seem possible for the creature to do so but it’s entire face was visible except for the lower mouth and chin. The creature was oriented so that I could see the entire left side from head to leg to about one foot from the ground. In addition, I could see its entire back and the back of the right leg from head to ground.  I could not see any of the right side or the front of the creature. It stood about 6’6” to 7 ft tall. It was very lean and I would guess its weight at between 350 to 400 lbs. It may have been heavier; it is hard to determine that without ever seeing the front of the creature. Its legs, although a little longer than a mans, seemed proportioned to a mans in shape. From the waste up however, the creature was very very large. I would guess about 40 to 45” waste but 80 to 90” around the shoulders. It seemed very man like, covered in two to three inch hair that was red brown on the legs.  It got somewhat darker to a browner as it went up its back. The hair was much shorter and thinner around the butt got longer and thicker as it went up its back. The hair on its back was not as long as on its leg but by the time it got to its shoulders, it was longer again and brown to dark brown. The hair coming down the arm from shoulder to elbow was red and 2” long. At the elbow, the hair end and the actual elbow was covered with skin like leather that was black. Oddly enough, this is the feature that stands out the most still to this day. The head was not as visible but human like. Hair longer on top and shorter around the sides with no hair from lower forehead to mouth. The hair on its head was dark brown to light black if such a color exists. For some reason, I never really focused on the face as it was shaded. I spent more time looking at the entire size of the creature and the bare elbow facing me. It was very calm as was I and I never felt any danger or anxiety from fear. I differently remember thinking that it is tripping on me and checking me out as much as I was tripping on it. As I stood there in the open, I had a strange since of peace. After a minute, the creature lifted up off the tree, turned away slightly and took two steps and I never saw it again. I did not go look for tracks which still seems strange to me even now. Even after the creature left, I was not scared and continued to take plots for several hours. I was anxious to return to the office and tell my friend but within an hour of work, I had talked myself out of telling this story to anyone at work. I did eventually tell two or three other co-workers. I have not shared this story with many but now am 50 years old and don’t really care what people believe or think of me. Sorry for making he story so long. I’m sure I could find the exact site of this encounter again but being many years old, it probably would not help.",4.333,32
26874,2009-09-24,Report 26874: Possible footprints found near Mackinaw River,IL,Illinois,40.65639,-89.04518,dp0xm,dp0xm9,dp0xm9r,dp0xm9r28u,2009-09-24,2009,9,24,Fall,Class B,"We are building a house near the Mackinaw River, so there is a lot of dirt pushed around. We have had lots of rain this year so that dirt turns to mud, I have been looking at the ground for arrow heads, and have seen several bare footprints ranging in size from a size 13 to three inches longer than my size 13's.  I have only been finding them since late September, and during cold spells as well.  Can't imagine anyone wandering around a construction site barefooted and in cold mud.",1.0,4
26886,2000-05-13,Report 26886: Daylight sighting while riding ATV on his private property outside Verbena,AL,Alabama,32.76967,-86.4891,djf6r,djf6rv,djf6rvs,djf6rvs91v,2000-05-13,2000,5,13,Spring,Class A,I was riding my 4 wheeler about 11 am when I came over a hill by my house on some gas lines. I saw a harry creature standing about 7 1/2 to 8 ft tall staring back at me. It scared me so I reved up the motor and turned the atv around looking back at the creature as I topped the hill I came to a stop. As I watched the animal it seemed to be very calm as it turned and steped off into the woods as if wasn't a bit courious of me being there. That was the first encounter I had with this creature. One of the other encounters I had was this year.  Me and a friend from my church went to my land and found ourselves being chased off the back porch of my house  by a very large animal about 1:30 in the morning.  I'm sure it was the same animal I'd seen years before. I have had two more run ins with this creature no doubt the animal is in this area.,2.333,9
