bf_id,full_date,latitude,longitude,season,temperature_f,dew_point,cloud_cover,moon_phase
15514,1984-10-01,44.5976,-86.09081,Fall,49.3,35.0,16.0,0.24
15565,2002-05-11,43.6678,-73.51238,Spring,54.1,29.1,4.0,0.97
15597,2006-09-22,34.73139,-86.97057,Summer,78.1,64.7,74.0,0.01
15610,1960-08-15,36.00565,-89.67815,Summer,80.9,69.2,11.0,0.79
15694,2006-09-02,28.5465,-81.5545,Fall,82.7,72.9,35.0,0.31
15885,1995-01-04,41.29621,-81.5745,Summer,9.4,6.3,82.0,0.12
15969,2007-01-10,40.725,-80.616,Summer,24.1,16.8,66.0,0.73
16053,2006-11-19,47.3978,-123.2008,Fall,44.9,43.1,83.0,0.96
16248,2007-01-15,41.1445,-74.29085,Summer,39.3,38.3,98.0,0.88
16294,1999-04-15,38.22635,-90.39488,Spring,46.1,45.5,100.0,0.98
16295,2008-01-28,47.45411,-122.3219,Winter,35.8,31.2,96.0,0.71
16364,2001-05-01,47.01562,-122.0282,Spring,43.0,39.6,72.0,0.29
16416,2006-11-03,47.396,-123.1976,Fall,54.4,51.6,100.0,0.44
16470,1977-10-19,41.43135,-111.4988,Fall,47.8,24.4,32.0,0.25
16527,2006-11-04,43.41005,-111.7899,Fall,38.2,37.1,82.0,0.47
16550,1986-08-01,39.41546,-120.4187,Summer,65.5,42.2,8.0,0.87
16624,2006-11-13,45.11259,-122.7875,Fall,44.9,43.7,82.0,0.78
16691,1958-04-15,37.055,-121.845,Spring,61.1,50.0,0.0,0.9
16734,2004-10-20,33.132,-79.884,Fall,71.4,66.5,46.0,0.24
16890,2006-07-15,37.32091,-81.1271,Summer,73.2,66.8,47.0,0.67
16995,2006-07-22,35.40472,-84.05056,Summer,69.4,66.9,56.00000000000001,0.92
17175,1995-11-15,44.4887,-85.93575,Fall,30.4,17.7,74.0,0.76
17220,2000-09-01,48.1864,-122.2612,Summer,57.0,46.4,73.0,0.12
17249,2006-12-31,34.37537,-83.77232,Winter,55.6,53.4,100.0,0.4
17265,2003-03-15,40.26705,-111.5986,Spring,38.4,29.6,41.0,0.4
17326,1995-11-18,38.54602,-79.16096,Fall,37.8,32.4,72.0,0.86
17448,2007-01-22,32.815,-109.675,Winter,35.9,30.1,99.0,0.13
17449,2007-01-09,39.9433,-79.665,Winter,29.3,24.2,96.0,0.7
17477,2003-08-12,31.2137,-82.77173,Summer,78.9,72.7,27.0,0.52
17644,2005-09-01,29.1039,-82.3722,Fall,80.4,76.0,16.0,0.93
17767,1986-07-17,38.716,-104.875,Summer,65.5,46.0,70.0,0.36
17804,2007-02-01,34.6,-109.44,Winter,23.5,25.1,93.0,0.49
17847,2005-10-12,47.6597,-122.105,Fall,54.7,47.5,74.0,0.33
17903,2007-10-20,48.39936,-122.645,Fall,49.8,43.2,98.0,0.3
18001,1999-08-13,34.4447,-83.59509,Summer,84.0,71.6,2.0,0.08
18033,2002-05-30,32.6825,-85.2222,Spring,72.5,64.2,32.0,0.65
18043,1992-08-15,34.27607,-86.17524,Summer,65.9,61.1,4.0,0.57
18278,1994-11-11,37.286,-89.6075,Winter,48.1,38.4,60.0,0.3
18439,1987-09-19,31.55762,-81.47213,Fall,82.0,73.2,56.99999999999999,0.89
18584,2007-10-15,38.0985,-89.4205,Fall,66.9,54.4,33.0,0.14
18680,1989-08-09,35.1312,-79.11128,Summer,67.9,59.2,94.0,0.25
18707,1992-07-11,31.43265,-84.1293,Summer,87.0,72.2,37.0,0.4
18793,2007-05-20,38.8762,-79.95695,Summer,58.8,45.2,71.0,0.14
18943,2007-05-03,35.95815,-80.2084,Spring,60.4,56.2,69.0,0.54
19073,2004-10-20,33.36867,-95.23958,Fall,79.5,62.4,18.0,0.24
19223,2006-11-20,44.091,-86.42896,Fall,34.6,26.0,34.0,0.98
19339,2006-10-15,33.99989,-110.4298,Fall,46.5,39.3,80.0,0.8
19354,1993-07-01,28.99487,-81.78879,Summer,79.4,69.5,15.0,0.42
19588,1997-10-01,39.8679,-87.23335,Fall,52.6,46.5,30.0,0.01
19836,2003-11-09,42.54346,-77.36516,Fall,24.4,17.2,0.0,0.52
19841,2007-01-13,38.835,-79.3762,Winter,56.8,47.3,79.0,0.82
19906,2003-04-19,36.589,-79.1345,Spring,51.8,45.4,100.0,0.61
19910,1994-10-22,42.1846,-89.022,Fall,55.7,46.4,34.0,0.6
19936,2004-01-22,46.52545,-87.5034,Winter,-2.4,-10.1,87.0,0.04
19958,2007-07-12,28.78028,-81.90477,Summer,83.2,74.6,7.000000000000001,0.94
20028,1987-10-15,38.9969,-108.1098,Fall,38.6,38.9,66.0,0.78
20100,1990-10-01,46.09045,-87.48289,Fall,43.8,40.2,72.0,0.4
20173,1979-06-01,45.91515,-84.87524,Summer,56.0,47.9,79.0,0.21
20202,1982-10-01,45.9642,-87.3289,Fall,50.0,42.3,77.0,0.45
20231,2004-03-01,35.5467,-85.02585,Spring,60.0,45.0,73.0,0.33
20235,2006-08-15,35.3,-111.675,Summer,57.1,54.0,57.99999999999999,0.74
20363,2001-08-15,43.7268,-73.52,Summer,64.9,53.1,9.0,0.87
20423,1979-10-18,42.3125,-84.7378,Fall,58.1,52.7,99.0,0.92
20562,1977-12-15,41.73125,-70.48792,Winter,40.9,40.6,56.99999999999999,0.18
20685,2007-12-20,31.1683,-95.59745,Fall,56.5,51.0,38.0,0.38
20833,2007-06-11,34.27139,-110.0632,Summer,55.3,38.9,61.0,0.88
20940,2000-08-01,30.23693,-81.54172,Unknown,81.1,74.1,18.0,0.06
21254,1995-12-15,30.08341,-85.11039,Winter,66.4,60.8,76.0,0.77
21488,2007-08-18,43.64706,-75.57448,Summer,52.4,45.6,37.0,0.18
21658,2007-08-11,30.10386,-81.89565,Summer,84.8,75.1,40.0,0.96
21714,2007-09-12,33.1,-86.86,Summer,76.3,69.9,62.0,0.04
21894,2003-11-27,39.335,-78.94501,Fall,52.6,42.3,45.0,0.14
21962,2007-10-24,40.37726,-75.37814,Fall,56.8,59.1,99.0,0.44
21977,2007-11-09,40.9427,-74.46155,Winter,37.9,31.2,74.0,0.98
22074,2005-09-01,28.54028,-82.11083,Fall,81.5,76.8,20.0,0.93
22358,2007-03-15,28.80455,-81.45354,Spring,75.4,60.8,44.0,0.87
22475,2003-08-15,46.52352,-122.3045,Summer,60.7,51.4,100.0,0.62
22598,2008-01-07,35.7,-117.9667,Fall,32.4,28.8,38.0,0.97
22742,2008-05-23,45.38736,-121.5134,Winter,39.8,37.8,95.0,0.61
22802,2008-10-06,43.21,-85.41,Fall,49.7,45.2,96.0,0.23
22816,2008-01-28,47.74225,-122.5377,Fall,36.9,31.3,98.0,0.71
22899,2008-01-19,31.35,-85.7075,Spring,34.4,37.7,89.0,0.4
22941,2002-04-15,36.772,-86.1425,Spring,73.1,61.6,12.0,0.09
22969,2008-01-19,33.46345,-85.87055,Winter,25.3,26.2,83.0,0.4
22981,2006-07-12,37.6095,-87.344,Summer,78.0,73.3,60.0,0.56
22996,2002-08-20,43.2073,-123.5585,Summer,59.8,48.5,60.0,0.43
23017,2008-02-01,48.105,-121.905,Winter,36.1,34.9,98.0,0.83
23062,2005-07-16,47.55477,-121.5354,Summer,58.8,52.8,80.0,0.33
23065,2001-09-15,37.2362,-106.541,Fall,51.4,35.0,22.0,0.94
23076,2004-06-15,29.43465,-81.80878,Spring,80.5,73.1,30.0,0.93
23160,2007-11-16,47.49865,-123.2182,Fall,44.5,44.3,93.0,0.22
23170,2005-03-01,48.11509,-121.9677,Spring,51.9,41.9,50.0,0.68
23291,1998-01-31,40.34937,-111.6956,Winter,30.2,28.3,54.0,0.13
23300,1992-12-26,46.35099,-123.6886,Winter,40.7,40.4,83.0,0.09
23314,1998-09-01,34.08725,-79.1246,Summer,81.0,71.9,28.000000000000004,0.33
23315,2006-04-16,45.99935,-121.4821,Spring,40.4,31.0,14.000000000000002,0.6
23395,2006-10-16,38.946,-89.582,Fall,53.9,45.9,99.0,0.83
23437,2004-11-25,39.26188,-79.01405,Fall,39.5,38.8,76.0,0.47
23481,1978-07-01,42.68505,-84.04025,Summer,61.2,54.6,98.0,0.88
23489,2007-11-22,41.461,-94.045,Fall,21.9,21.6,100.0,0.43
23496,2003-04-15,44.69867,-87.49564,Spring,52.1,41.7,13.0,0.46
23498,1986-11-15,30.07067,-82.38086,Winter,58.2,49.6,84.0,0.48
23530,1973-05-01,44.7,-84.71,Spring,55.8,48.4,95.0,0.95
23558,2008-04-05,46.98278,-123.1742,Spring,39.8,35.2,80.0,0.98
23578,2008-04-08,33.27303,-97.03784,Spring,65.2,59.2,68.0,0.1
23628,2008-04-18,35.56637,-94.98001,Spring,49.6,42.3,71.0,0.45
23645,1970-04-01,35.68449,-83.53575,Spring,57.8,37.7,95.0,0.84
23701,2005-07-03,34.6527,-84.0354,Summer,69.7,68.0,49.0,0.91
23730,1978-11-15,37.7755,-85.67188,Fall,46.6,40.9,100.0,0.53
23762,2007-07-27,37.9937,-80.3616,Winter,73.1,62.9,67.0,0.42
23822,1999-09-20,41.5343,-111.5281,Fall,47.5,42.2,17.0,0.34
23836,1976-10-20,38.73802,-90.53249,Fall,39.6,36.2,68.0,0.9
23856,2007-07-15,41.59773,-73.64642,Summer,72.6,64.6,30.0,0.04
23908,2006-09-07,41.49955,-111.6348,Fall,59.4,44.6,20.0,0.5
23916,2008-05-31,35.0228,-87.2352,Spring,78.3,68.8,22.0,0.88
23949,2008-05-03,40.9452,-90.9009,Spring,49.4,38.0,61.0,0.93
24024,2004-06-12,46.63153,-123.2349,Summer,57.3,44.8,47.0,0.84
24033,2008-06-15,45.33075,-85.23538,Summer,62.8,53.3,19.0,0.41
24056,2008-05-28,40.8348,-93.85965,Spring,60.4,46.5,97.0,0.77
24061,1979-08-10,37.445,-80.17,Summer,75.3,68.2,23.0,0.59
24089,2008-06-21,47.1589,-94.83755,Summer,63.8,47.9,21.0,0.59
24127,2002-09-15,46.18968,-85.97613,Fall,55.1,48.0,17.0,0.31
24131,2006-12-22,37.49582,-83.89224,Winter,48.3,51.9,93.0,0.07
24134,2008-06-30,28.63434,-81.14076,Summer,81.7,71.2,43.0,0.91
24194,2001-09-04,39.15735,-106.4213,Summer,51.8,34.4,34.0,0.56
24216,2008-07-05,47.2331,-123.9878,Summer,57.8,56.7,100.0,0.1
24254,1992-06-14,34.44652,-93.07654,Summer,78.9,67.7,67.0,0.49
24265,2008-07-12,45.73271,-90.42001,Summer,65.4,52.8,39.0,0.33
24276,2008-07-26,35.15193,-93.42848,Summer,85.9,72.9,8.0,0.79
24328,2008-08-01,46.03193,-123.4573,Summer,57.2,53.0,91.0,0.02
24334,2005-02-10,34.40434,-77.23759,Winter,44.4,38.2,56.99999999999999,0.07
24354,2007-11-16,39.607,-90.64,Fall,45.1,24.3,0.0,0.21
24371,2009-02-11,45.91665,-117.925,Summer,21.2,21.2,100.0,0.58
24393,1977-07-30,31.30062,-84.02254,Summer,77.6,72.8,72.0,0.52
24426,2008-08-11,46.67197,-94.80162,Summer,66.2,56.7,40.0,0.34
24441,1993-10-15,30.90529,-86.68372,Fall,73.7,65.6,86.0,0.01
24442,2008-08-15,41.115,-75.205,Fall,65.2,60.6,62.0,0.46
24451,2008-08-31,31.20325,-87.5047,Fall,79.6,72.7,32.0,0.03
24508,2008-08-18,46.25961,-91.10812,Summer,64.5,59.9,30.0,0.56
24547,1955-01-01,35.3218,-87.2932,Unknown,46.5,47.9,84.0,0.25
24612,2008-08-24,47.00008,-121.9563,Summer,59.1,56.8,69.0,0.78
24731,2008-09-13,41.12782,-78.5826,Summer,70.3,66.2,91.0,0.44
24755,1990-12-03,47.48176,-121.6548,Winter,44.1,41.3,97.0,0.56
24767,1991-11-15,37.19201,-93.73122,Fall,58.8,56.5,100.0,0.29
24776,1985-05-15,44.62845,-85.86292,Spring,59.6,51.1,78.0,0.87
24794,1989-04-22,45.95602,-94.87069,Spring,54.3,46.9,100.0,0.55
24800,1994-07-15,38.90649,-84.67017,Summer,71.7,71.1,74.0,0.24
24815,1988-11-30,39.32117,-86.46065,Winter,30.0,29.6,86.0,0.73
24892,2009-03-02,42.125,-123.2916,Summer,33.6,35.0,76.0,0.2
24929,2009-01-28,41.84998,-124.1417,Fall,48.0,40.6,53.0,0.08
24952,2008-05-01,39.11378,-76.811,Spring,59.6,45.0,38.0,0.86
24967,2007-01-17,34.74338,-94.7297,Winter,29.6,21.9,34.0,0.95
24970,1979-08-15,31.2371,-94.45095,Summer,82.1,72.7,36.0,0.78
24997,2007-10-27,38.567,-89.341,Fall,50.4,46.0,60.0,0.56
25009,1962-08-14,37.475,-121.07,Summer,78.5,42.9,0.0,0.46
25031,2008-11-18,44.565,-83.845,Fall,21.7,12.9,59.0,0.7
25043,2001-10-15,34.8155,-84.58501,Fall,55.7,44.3,0.0,0.96
25085,2008-12-19,41.79985,-75.9799,Winter,21.3,22.0,84.0,0.76
25111,2008-11-28,34.55946,-86.59747,Fall,54.3,44.0,59.0,0.03
25137,1999-04-15,38.63295,-75.80465,Spring,54.6,37.1,56.00000000000001,0.98
25237,2008-12-01,39.74356,-86.81714,Winter,27.7,26.7,100.0,0.12
25265,2008-12-07,40.86765,-109.5143,Winter,38.3,20.5,0.0,0.32
25267,1980-12-24,38.72226,-89.80125,Winter,15.4,17.8,75.0,0.61
25301,2008-12-28,39.10023,-79.4593,Winter,42.1,38.0,14.000000000000002,0.04
25364,2009-05-17,41.60551,-70.97708,Winter,54.2,52.2,86.0,0.76
25454,1984-08-01,39.17295,-84.971,Summer,77.4,67.7,86.0,0.16
25511,2008-10-12,37.33815,-107.501,Fall,30.2,10.2,25.0,0.42
25533,2006-11-15,43.61538,-123.5036,Fall,48.0,42.2,54.0,0.84
25559,2009-02-24,34.71139,-86.6575,Winter,47.8,22.8,39.0,0.99
25577,2003-03-15,28.48106,-81.11927,Spring,71.5,65.1,71.0,0.4
25592,1986-05-24,36.5802,-86.5104,Summer,67.1,61.8,99.0,0.53
25621,2009-03-19,48.17107,-122.5089,Winter,48.3,42.6,100.0,0.78
25651,1996-10-01,43.87,-84.355,Fall,67.8,52.4,52.0,0.66
25693,2009-03-15,34.70107,-83.6746,Winter,54.2,46.0,98.0,0.66
25703,2009-03-25,34.36778,-94.68028,Fall,54.2,43.2,31.0,0.96
25715,2005-09-14,41.2584,-81.56255,Summer,73.3,61.4,49.0,0.37
25724,2006-04-01,41.12884,-80.85832,Spring,46.8,45.0,100.0,0.12
25860,2009-08-10,38.62563,-96.44296,Summer,74.2,67.6,36.0,0.65
25979,2009-05-17,29.77291,-81.8592,Summer,77.2,68.4,37.0,0.76
26013,2008-10-18,35.0554,-79.88049,Fall,53.0,48.7,95.0,0.64
26029,1975-07-01,34.45025,-82.56786,Summer,82.1,65.8,56.00000000000001,0.75
26039,2008-05-13,42.17577,-88.09506,Spring,64.3,43.9,23.0,0.3
26065,2007-08-18,46.85,-121.25,Summer,45.5,40.9,62.0,0.19
26100,1996-11-15,33.14759,-93.89135,Fall,65.9,49.8,52.0,0.16
26101,1995-01-15,46.94102,-123.7727,Winter,45.1,44.0,98.0,0.46
26137,2009-06-13,44.50455,-123.5524,Summer,50.2,48.9,89.0,0.68
26149,2009-06-16,39.03501,-84.1317,Summer,72.9,65.1,48.0,0.78
26179,2002-02-13,37.182,-113.7382,Winter,53.4,1.3,3.0,0.05
26196,2000-10-01,44.16985,-85.63835,Fall,68.8,50.4,1.0,0.13
26224,1991-04-10,44.68557,-118.0891,Fall,32.3,23.4,57.99999999999999,0.86
26279,2002-08-13,39.355,-80.915,Summer,81.1,64.0,24.0,0.18
26313,2009-07-17,33.49565,-84.5317,Summer,74.4,69.5,44.0,0.83
26338,2009-07-26,43.32,-73.81,Summer,70.2,67.0,60.0,0.17
26377,2001-01-13,28.14617,-82.24487,Winter,54.4,45.5,38.0,0.64
26554,2009-09-08,36.03501,-96.36707,Summer,80.3,67.6,35.0,0.63
26566,2003-09-20,43.27314,-76.89331,Fall,60.4,52.1,35.0,0.81
26577,2009-06-18,30.25389,-81.8992,Summer,78.3,73.8,61.0,0.85
26581,1982-01-01,28.29425,-82.71758,Unknown,72.8,69.7,67.0,0.2
26587,1975-07-15,40.54919,-85.69739,Summer,74.8,56.5,30.0,0.24
26604,2009-07-15,64.89139,-147.8142,Summer,54.4,52.5,85.0,0.77
26617,2011-05-19,44.62,-83.62335,Fall,54.2,54.5,100.0,0.58
26694,2009-09-24,37.66643,-90.86792,Fall,65.9,65.6,91.0,0.2
26711,2009-10-01,34.49108,-94.49968,Fall,62.6,63.8,60.0,0.41
26767,2009-10-04,34.21174,-96.63857,Fall,58.3,56.2,100.0,0.52
26830,2009-10-31,39.42635,-81.37085,Fall,51.7,49.6,81.0,0.42
26874,2009-09-24,40.65639,-89.04518,Fall,67.8,63.2,24.0,0.2
26919,2009-11-24,38.4063,-90.7357,Fall,49.4,46.3,90.0,0.25
26947,2009-11-21,30.9725,-87.265,Fall,61.4,51.0,65.0,0.16
26957,2009-11-30,40.65083,-78.52589,Winter,40.0,34.7,100.0,0.44
26962,1961-10-15,36.06055,-89.98725,Fall,53.5,30.4,0.0,0.2
27012,1979-10-10,32.40191,-90.19371,Fall,51.5,43.7,70.0,0.67
27028,2004-06-01,46.02361,-92.88618,Summer,50.8,47.5,91.0,0.44
27035,1972-10-28,43.1546,-75.73906,Fall,55.1,46.1,98.0,0.72
27076,2000-06-13,29.58358,-82.33316,Summer,82.9,69.9,36.0,0.4
27089,2009-10-15,38.2081,-91.16042,Fall,45.4,44.2,98.0,0.91
27177,2010-01-22,34.76666,-118.5834,Unknown,36.4,33.6,82.0,0.23
27250,1981-08-28,29.47368,-82.6783,Fall,75.3,74.0,75.0,0.97
27300,2009-08-15,31.18562,-83.66153,Summer,80.7,72.5,55.00000000000001,0.82
27307,2006-07-04,33.81435,-96.76199,Summer,81.5,69.4,40.0,0.28
27323,2009-10-13,37.65805,-83.79678,Fall,54.0,53.4,92.0,0.84
27410,1986-01-14,36.87593,-89.86899,Winter,32.3,23.8,39.0,0.15
27429,2010-03-10,43.8708,-89.18135,Spring,39.8,38.6,100.0,0.84
27459,2010-03-12,33.8957,-87.53395,Spring,53.6,46.6,68.0,0.9
27486,1994-04-22,35.8606,-89.0912,Spring,59.4,44.4,24.0,0.38
27522,2009-12-14,36.19746,-84.66167,Winter,55.1,49.6,93.0,0.94
27545,2010-03-26,37.22604,-82.74595,Spring,36.2,36.4,84.0,0.38
27568,2005-01-12,34.70112,-87.77686,Winter,64.3,59.0,80.0,0.09
27587,2005-10-20,27.07842,-81.99105,Fall,81.7,72.3,25.0,0.61
27702,2010-08-15,39.08414,-76.82731,Summer,74.6,70.0,96.0,0.21
27803,2010-05-22,46.84748,-122.2719,Spring,47.0,41.7,74.0,0.32
27865,2010-06-09,46.49406,-122.5319,Summer,54.1,50.7,73.0,0.9
27906,2010-12-04,35.31924,-80.03551,Winter,34.6,29.9,65.0,0.97
27976,2010-07-10,40.38335,-87.0796,Summer,75.4,62.3,4.0,0.96
27978,1973-07-01,41.76292,-91.59415,Summer,78.8,66.3,79.0,0.05
27983,1974-08-01,35.665,-120.55,Summer,79.3,53.5,0.0,0.46
28005,2010-07-16,36.25466,-86.15759,Summer,83.9,73.6,23.0,0.18
28008,2010-07-05,42.97569,-88.44846,Summer,79.2,69.4,59.0,0.79
28017,2010-11-08,42.54334,-71.80123,Summer,41.2,36.9,100.0,0.09
28065,2008-10-26,45.95359,-88.38782,Fall,38.0,35.2,61.0,0.93
28110,2009-06-27,40.19732,-88.724,Summer,80.0,63.5,9.0,0.18
28123,1995-08-15,45.90052,-122.3898,Summer,59.3,52.0,96.0,0.67
28197,1977-10-01,46.98578,-122.6997,Fall,47.6,46.4,73.0,0.64
28200,2009-10-10,28.44926,-81.95577,Fall,82.0,75.2,30.0,0.72
28237,2010-09-05,28.50566,-81.97483,Summer,82.3,74.4,49.0,0.9
28370,1978-08-01,39.65749,-89.56981,Summer,74.6,65.5,87.0,0.93
28409,2002-06-15,46.50835,-123.0235,Summer,61.4,49.4,63.0,0.17
28418,1991-08-14,29.39384,-82.44225,Summer,81.8,68.0,41.0,0.17
28427,2010-10-24,43.32922,-92.06343,Fall,58.5,57.0,87.0,0.55
28429,2007-10-27,40.82944,-89.73378,Fall,45.6,40.9,55.00000000000001,0.56
28438,2010-10-22,48.32675,-121.6962,Fall,40.4,41.1,81.0,0.48
28484,2006-07-22,39.57463,-90.24173,Summer,70.6,58.4,32.0,0.92
28487,2011-01-11,47.41995,-123.2005,Summer,31.9,24.4,43.0,0.23
28526,2004-07-15,31.9853,-81.61756,Summer,79.7,73.8,61.0,0.94
28531,2010-11-18,41.16984,-81.64181,Fall,37.5,36.5,96.0,0.4
28532,2010-11-17,46.82742,-123.7095,Fall,43.6,43.1,97.0,0.37
28534,2006-08-26,39.53747,-90.17564,Summer,76.2,70.2,55.00000000000001,0.09
28569,2008-12-27,40.5634,-89.95824,Winter,44.2,50.8,100.0,0.01
28580,2008-10-16,41.34404,-78.04547,Fall,52.5,52.2,89.0,0.57
28667,2011-08-14,42.08179,-72.82665,Winter,66.8,64.3,98.0,0.53
28668,2011-05-23,44.76665,-85.00165,Spring,56.0,57.5,87.0,0.71
28678,1961-03-18,28.90854,-82.34611,Spring,74.5,64.7,79.0,0.07
28689,1999-06-30,38.56724,-92.07335,Summer,74.0,64.2,77.0,0.55
28739,2011-01-16,47.94485,-123.5436,Winter,46.8,45.6,98.0,0.39
28781,2002-08-01,47.2838,-124.2306,Summer,55.9,48.4,41.0,0.76
28803,1997-11-01,40.8179,-85.3532,Fall,47.5,48.7,100.0,0.04
28805,1982-06-25,44.66666,-85.79052,Summer,48.3,53.8,94.0,0.16
28820,1994-02-12,41.15384,-81.1124,Winter,33.6,23.1,88.0,0.07
28823,2011-01-25,47.77293,-122.5552,Winter,46.4,44.4,90.0,0.72
28839,2011-02-06,33.94073,-94.09966,Winter,45.1,32.1,51.0,0.11
28856,2011-02-04,46.86044,-122.7043,Winter,45.9,43.6,99.0,0.06
28861,2009-10-22,39.02502,-86.49139,Fall,63.2,51.9,30.0,0.15
28886,2011-02-20,36.65339,-105.9678,Winter,21.8,18.3,85.0,0.59
28898,2008-06-07,47.12045,-121.5298,Spring,42.6,40.5,100.0,0.15
28912,2011-02-22,38.9264,-82.14285,Winter,31.8,29.7,100.0,0.66
28946,1981-08-15,34.55154,-112.5421,Summer,65.5,54.1,28.000000000000004,0.51
29091,2009-07-17,45.35665,-84.605,Summer,57.4,52.3,89.0,0.83
29139,2013-02-15,41.01941,-74.57013,Spring,39.3,28.8,32.0,0.19
29165,2011-04-15,37.60075,-88.38197,Spring,55.3,50.5,65.0,0.41
29170,2011-04-26,47.90079,-121.6692,Spring,44.0,39.2,80.0,0.8
29178,1980-11-16,42.068,-84.22701,Fall,31.6,23.4,34.0,0.29
29227,2011-05-03,37.2276,-88.7584,Spring,50.9,41.7,50.0,0.01
29241,1999-10-09,39.75616,-88.62624,Fall,63.2,63.2,99.0,0.02
29265,2008-05-23,39.02341,-90.40184,Spring,65.3,54.2,73.0,0.61
29287,2000-04-07,41.7584,-90.0795,Spring,36.1,29.9,91.0,0.1
29330,1989-05-15,39.64819,-78.32549,Spring,56.0,55.4,100.0,0.34
29417,2010-11-18,34.73147,-92.75093,Fall,45.2,44.5,90.0,0.4
29495,2011-06-15,39.66676,-89.68079,Spring,69.8,63.7,43.0,0.5
29675,1997-10-13,45.87165,-87.02158,Fall,47.4,47.9,70.0,0.42
29690,2004-03-04,40.91689,-111.8038,Winter,24.0,21.6,89.0,0.42
29794,2008-11-29,36.1874,-87.0886,Fall,48.8,33.2,95.0,0.06
29975,1993-04-15,47.147,-122.6028,Spring,47.4,45.0,90.0,0.81
30003,2011-07-18,41.42396,-88.71103,Summer,83.3,75.3,11.0,0.62
30004,2005-10-10,34.17521,-85.18678,Fall,70.4,62.8,82.0,0.25
30006,2002-02-16,38.9766,-78.6205,Winter,38.0,28.1,42.0,0.13
30090,2009-11-15,44.22671,-86.10172,Winter,34.9,32.4,42.0,0.96
30198,1983-08-01,38.1078,-82.73412,Summer,77.8,68.2,76.0,0.74
30203,2004-10-30,40.14471,-89.41959,Fall,51.8,46.7,25.0,0.58
30258,2003-09-13,38.48342,-77.34673,Fall,74.3,67.4,93.0,0.6
30369,2011-08-08,39.11929,-83.40022,Summer,78.7,69.9,28.999999999999996,0.33
30548,2020-02-16,40.26059,-81.22332,Summer,34.7,27.9,54.0,0.79
30573,1991-10-19,39.04035,-94.16049,Fall,44.4,23.6,38.0,0.37
30634,2011-05-14,39.6946,-76.6691,Spring,59.7,57.4,100.0,0.4
30735,1995-10-14,35.18083,-79.21278,Fall,69.3,70.3,96.0,0.69
30753,2011-11-05,45.0,-85.0,Summer,45.4,31.3,0.0,0.34
30789,2011-11-03,45.1365,-83.5175,Summer,38.4,36.2,49.0,0.28
30896,2011-10-20,41.4209,-88.706,Fall,41.1,35.9,97.0,0.77
30902,2002-11-15,46.60424,-87.46171,Fall,14.7,17.4,96.0,0.37
30929,2003-06-14,26.80829,-80.16933,Summer,80.0,72.8,53.0,0.51
31000,2009-06-17,41.13183,-81.11617,Summer,68.7,64.2,97.0,0.81
31005,2005-06-01,35.97231,-84.88466,Summer,62.9,59.3,79.0,0.83
31025,2010-08-15,46.19183,-86.21193,Summer,65.2,62.4,51.0,0.21
31153,2011-07-04,28.98491,-81.43248,Summer,82.4,71.7,25.0,0.12
31166,2009-08-16,47.5,-93.0,Summer,60.5,63.5,85.0,0.86
31368,2011-09-15,39.08002,-84.79574,Fall,53.7,42.4,43.0,0.6
31439,2010-07-18,40.11682,-81.4936,Summer,78.0,69.7,41.0,0.26
31444,1978-07-15,41.871,-84.2995,Summer,70.2,67.9,48.0,0.33
31488,1998-10-15,45.48318,-118.83,Fall,41.9,35.1,61.0,0.86
31648,2012-01-16,37.047,-77.90815,Spring,43.4,20.3,17.0,0.76
31852,2011-06-04,41.23739,-81.60576,Summer,77.0,58.9,24.0,0.09
31858,2011-12-19,38.71682,-87.68468,Winter,46.5,39.4,99.0,0.82
32227,2009-08-16,26.1875,-81.69245,Summer,83.6,74.2,18.0,0.86
32249,2007-04-10,28.85982,-81.48534,Spring,65.4,59.7,91.0,0.75
32256,2011-05-05,39.7273,-97.34005,Spring,53.6,41.8,39.0,0.08
32302,1989-12-15,30.55044,-83.48494,Winter,50.3,38.1,56.99999999999999,0.61
32377,2010-11-14,36.8817,-84.0821,Fall,43.8,41.8,94.0,0.28
32400,2008-09-13,42.18476,-88.29926,Fall,69.4,69.5,99.0,0.44
32620,1983-11-28,40.28488,-81.58699,Fall,48.9,48.1,88.0,0.79
32696,2012-01-22,46.59632,-122.5308,Winter,35.4,36.5,91.0,0.98
32824,1986-09-15,47.10637,-122.5958,Fall,59.4,46.5,92.0,0.42
32976,2008-12-03,44.685,-85.433,Fall,27.3,29.0,100.0,0.18
33187,2011-11-15,37.97699,-84.90234,Fall,55.6,54.2,100.0,0.65
33256,2011-04-16,37.047,-77.90815,Spring,56.7,55.6,77.0,0.45
33264,2012-01-23,41.73534,-90.22054,Winter,30.1,29.6,100.0,0.02
33307,1983-10-14,31.13586,-87.06486,Fall,61.1,44.4,84.0,0.28
33322,2010-08-15,36.8216,-87.93167,Summer,84.0,74.8,28.999999999999996,0.21
33358,1977-05-21,34.79914,-77.10508,Spring,74.5,63.2,79.0,0.11
33611,2003-07-15,45.351,-83.4885,Summer,65.6,61.0,56.00000000000001,0.57
33638,1991-11-16,38.51689,-90.16501,Fall,48.2,47.0,100.0,0.32
33859,1987-07-11,41.42741,-88.71402,Summer,84.3,69.5,70.0,0.52
33908,1995-07-05,48.92928,-122.2638,Summer,62.6,52.7,69.0,0.25
